Difficulty,SA[seconds],distance[meters],ghost[bool],cyclops[bool]
1,1000,2.29999995231628,True,False
1,1000,2.43936944007874,True,False
1,1000,2.45561170578003,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,1000,2.5,True,False
1,1000,2.7070894241333,True,False
1,1000,2.7787389755249,True,False
1,800,2.29999995231628,True,False
1,800,2.37149548530579,True,False
1,800,2.56673407554626,True,False
1,800,2.88477277755737,True,False
1,800,2.95134329795837,True,False
1,800,2.9144868850708,True,False
1,800,2.88477277755737,True,False
1,800,2.95134329795837,True,False
1,800,2.9144868850708,True,False
1,800,2.5,True,False
1,800,2.95134329795837,True,False
1,800,2.9144868850708,True,False
1,800,2.5,True,False
1,800,2.62567162513733,True,False
1,800,2.642991065979,True,False
1,800,2.5,True,False
1,800,2.62567162513733,True,False
1,800,2.642991065979,True,False
1,800,2.5,True,False
1,800,2.62567162513733,True,False
1,800,2.642991065979,True,False
1,800,2.5,True,False
1,800,2.62567162513733,True,False
1,800,2.642991065979,True,False
1,800,2.88477277755737,True,False
1,800,2.95134329795837,True,False
1,800,2.9144868850708,True,False
1,800,2.5,True,False
1,800,2.95134329795837,True,False
1,800,2.9144868850708,True,False
1,800,2.5,True,False
1,800,2.62567162513733,True,False
1,800,2.642991065979,True,False
1,800,2.88477277755737,True,False
1,800,2.95134329795837,True,False
1,800,2.9144868850708,True,False
1,800,2.5,True,False
1,800,2.62567162513733,True,False
1,800,2.642991065979,True,False
1,800,2.5,True,False
1,800,2.62567162513733,True,False
1,800,2.642991065979,True,False
1,800,2.5,True,False
1,800,2.95134329795837,True,False
1,800,2.9144868850708,True,False
1,800,2.88477277755737,True,False
1,800,2.95134329795837,True,False
1,800,2.9144868850708,True,False
1,800,2.5,True,False
1,800,2.62567162513733,True,False
1,800,2.642991065979,True,False
1,800,2.5,True,False
1,800,2.62567162513733,True,False
1,800,2.642991065979,True,False
1,800,2.5,True,False
1,800,2.62567162513733,True,False
1,800,2.9144868850708,True,False
