Difficulty,SA[seconds] dart location,hit,SA[seconds] dartboard hit,gapAngle[degrees],distance[m],head Hor Mean,head Hor SD,head Ver Mean,head Ver SD,head Z Mean,head Z SD
1,356.401946316101,True,431.663531140549,4.40333811736065,1.49774944782257,0.171625107526779,0.00735988472891574,-0.152053833007813,0.00838466292976203,-0.0861087813973427,0.0178102417266671
1,943.813436496623,True,816.590386276555,4.46643305926051,1.49595284461975,0.178275659680367,0.0347758477463436,-0.165616646409035,0.0111307182095924,-0.116483956575394,0.0424075385522875
1,843.250035559248,True,453.626837224539,4.13072409532334,1.50376200675964,0.155382737517357,0.0200351698151053,-0.164171919226646,0.00551783578970425,-0.106570422649384,0.00819736711003596
1,989.463936062859,True,342.237288771105,3.72753586841575,1.49128818511963,0.166800439357758,0.00155441930790977,-0.156550601124763,0.00172579692641878,-0.12202637642622,0.00295931371369573
1,894.95793268325,True,999.8724831636,4.39802153986937,1.49897193908691,0.168728813529015,0.00242194929802063,-0.150513723492622,0.0038732266054037,-0.128894031047821,0.0045630593485531
1,875.662303336466,True,188.527524385289,3.38766532471485,1.50418543815613,0.168407887220383,0.00340132204968819,-0.159687459468842,0.00260447002296674,-0.116759441792965,0.00356002979226427
1,870.199035632742,True,582.992643109081,4.58933819549026,1.50285422801971,0.171031668782234,0.00353509463891927,-0.162256434559822,0.00324744102669994,-0.11611046642065,0.00353873017354689
1,899.757470544777,True,211.675003368287,3.99960606315143,1.50155711174011,0.168241947889328,0.00119707770715723,-0.159162819385529,0.000767858813474877,-0.117848858237267,0.00212462058074131
1,995.939384357135,True,304.850438642085,4.38515468430616,1.49768126010895,0.163813784718513,0.00830191122167026,-0.166189715266228,0.00472006456864545,-0.112344086170197,0.0058455464071603
1,870.432335053383,True,96.5618670054523,3.18832170730152,1.50179386138916,0.170410662889481,0.00547634065454705,-0.163695573806763,0.00298902238173682,-0.117519944906235,0.00442529013141576
1,659.952591564534,True,435.883096356945,4.62245985353658,1.5069876909256,0.169945269823074,0.00313285816381825,-0.164040982723236,0.00227745346066933,-0.12060184776783,0.00409038979946134
1,516.264446116805,True,55.1342006701528,4.11721398579152,1.50793623924255,0.172032654285431,0.00867558930884751,-0.16766794025898,0.00227935344019157,-0.0979523807764053,0.00982461586936713
1,727.405928105395,True,560.226075011742,4.16169842361757,1.50565123558044,0.170588687062263,0.00304199179852374,-0.167336642742157,0.00148761946874822,-0.104049921035767,0.00108634858001975
1,777.524432794255,True,101.74817963362,4.44492121206239,1.50440108776093,0.173199638724327,0.00281524147342684,-0.169001951813698,0.0012158212536605,-0.104144379496574,0.00110049653118343
1,909.920438336036,True,61.690956492414,4.70523595207584,1.50592541694641,0.173356026411057,0.00046038469281988,-0.168174102902412,0.000244792481171773,-0.105737954378128,0.000402547429720419
1,935.671325896849,True,513.767285329607,4.66583901657614,1.49856519699097,0.161596730351448,0.0285387934939395,-0.174380660057068,0.00972744821514081,-0.0990613624453545,0.00926873897493368
1,878.762748614061,True,120.997482288282,3.949647199888,1.5079482793808,0.174191907048225,0.000496276326722562,-0.164674118161201,0.000226399951211316,-0.101222008466721,0.00101955756605933
1,899.031921416096,True,547.89450980169,4.87235887447549,1.50294578075409,0.179482609033585,0.0068713014149382,-0.169711500406265,0.00458101062247286,-0.10863571614027,0.00521259351642927
1,932.439175667213,True,64.4032891828259,3.0077942578101,1.49955117702484,0.172664687037468,0.000562390492471947,-0.166028454899788,0.000312075061466643,-0.11451880633831,0.000579489933004733
1,948.117651395401,True,407.723108489142,2.9994056930919,1.50274181365967,0.16713160276413,0.00726336919386346,-0.171566367149353,0.00936943464768702,-0.103935904800892,0.0137449845382112
1,667.846804487868,False,0,28.0066189731386,1.49137496948242,0.170185387134552,0.0105317257595857,-0.173931181430817,0.00255847244924714,-0.106492765247822,0.00200047039901232
1,757.174022119496,True,900.554432864422,4.24187414307012,1.49322426319122,0.163987413048744,0.000431919017493105,-0.167195335030556,0.0015697846783662,-0.108469694852829,0.000376442672399662
1,781.282048064237,True,268.12076768079,4.00149568260419,1.50583899021149,0.174775123596191,0.00427763235098809,-0.169662207365036,0.00113940842658333,-0.112675413489342,0.000986831330205832
1,1013.17045507215,True,839.540656018973,3.36964077947377,1.49571192264557,0.171624332666397,0.000509476206575225,-0.168151870369911,0.000227097801187548,-0.114588789641857,0.000350505762674785
1,1017.09267195073,True,666.974017635919,4.38945561932027,1.50026619434357,0.170763492584229,0.000751971178066873,-0.168032422661781,0.000238137973412474,-0.114933796226978,0.000533297500409554
1,928.723390099704,True,680.382612919042,4.18929477962752,1.49632394313812,0.175631865859032,0.0210600441526154,-0.181238994002342,0.00939831420415141,-0.0980657264590263,0.0132264090602647
1,1044.36846597121,True,580.829636230033,4.56743307835457,1.50011909008026,0.165925830602646,0.0267537376229237,-0.174508273601532,0.00580535341725079,-0.0975242480635643,0.00802904283365413
1,928.809060118069,True,105.389165607801,3.29995670521477,1.4989310503006,0.178764313459396,0.000614196301737041,-0.168290510773659,0.000131192408741835,-0.101419411599636,0.000369764628248282
1,967.578939099541,True,96.7721854385079,4.80233202793154,1.5038640499115,0.177713498473167,0.000702147726212037,-0.169024869799614,0.000443597923728816,-0.101143419742584,0.000394566101632933
1,918.703031835798,True,297.123473631155,3.48530847965705,1.49786651134491,0.170520916581154,0.0069412992920144,-0.182265028357506,0.0110275497568857,-0.0814924985170364,0.0153331370648931
1,941.718233002263,True,296.684747454007,4.85537062790763,1.49258005619049,0.177186042070389,0.0240445357417314,-0.181391045451164,0.00532724902443851,-0.0885200724005699,0.00971681977023853
1,921.43922207909,True,213.979270783216,3.7283153888014,1.49430918693542,0.175107672810555,0.0202301097719033,-0.1742143034935,0.00439454991834278,-0.0972375720739365,0.00835512867878284
1,1098.13516398931,True,308.223196656781,3.70660516488133,1.49295115470886,0.183409914374352,0.000764939612235598,-0.170564472675323,0.000394861024137362,-0.102573931217194,0.000702155992123846
2,845.964625788472,True,687.432116261234,3.51458713043785,1.50572633743286,0.175977677106857,0.000325632116173666,-0.173346355557442,0.000317409229770084,-0.0957800671458244,0.000450892359860374
2,810.327305795771,True,828.481055058221,3.89693733456898,1.499427318573,0.176007762551308,0.000424795128212711,-0.173193588852882,0.000245667719377316,-0.0962844640016556,0.000520755663054698
2,791.432681842397,True,260.265438773538,4.39007331049218,1.49434781074524,0.182617619633675,0.00780167108737112,-0.173212572932243,0.00176211670578351,-0.0994709581136703,0.00444410390341342
2,970.365104419526,True,174.784877195203,4.89155441198243,1.4925354719162,0.180368334054947,0.000717962503135212,-0.171065554022789,0.000167539675336481,-0.100207149982452,0.000379102783357654
2,982.83676049143,True,506.832952745151,4.00833092180449,1.50754690170288,0.179835364222527,0.000272413608432242,-0.170671284198761,0.000160434884651064,-0.100547693669796,0.000344910129188913
2,926.213330002624,False,0,22.7015580076325,1.4974377155304,0.177970871329308,0.000666461419509024,-0.172429636120796,0.00136673181348646,-0.0990696772933006,0.0012392271208461
2,927.567006170508,True,563.62176526526,2.18154568375752,1.50541043281555,0.179312959313393,0.000564577280482844,-0.172163441777229,0.000253134095665475,-0.0998252034187317,0.000367640695151074
2,978.926468419773,True,121.726119990589,3.65067359143588,1.50236010551453,0.179896384477615,0.000390422458879919,-0.172287315130234,0.000292239212459946,-0.0999596789479256,0.000408578453241948
2,881.808625920633,False,0,20.9750180340312,1.5031578540802,0.180118635296822,0.000438145242905114,-0.172265455126762,0.000141669086415509,-0.100092753767967,0.000332576593020028
2,931.618486388764,False,0,28.7585029621061,1.50598633289337,0.179982975125313,0.000368734974607284,-0.172125533223152,0.000206221970390219,-0.100526101887226,0.000408529339836029
2,945.200907595952,True,398.828319309692,2.33155366589086,1.49979281425476,0.180016711354256,0.000306804278791448,-0.172797784209251,0.000272374202160821,-0.100374281406403,0.000338300612069746
2,877.512237405069,False,0,25.5365805454252,1.49158108234406,0.170527458190918,0.00374107959317809,-0.173193648457527,0.00110009144742287,-0.0958775579929352,0.00219216491603036
2,767.998820310861,True,627.510783398741,5.48338866178113,1.49882161617279,0.174067333340645,0.00442529487330953,-0.174532756209373,0.00420163927040253,-0.091026671230793,0.00701792351430082
2,808.306922652444,False,0,33.8781805100649,1.50440335273743,0.178529918193817,0.00572744944601672,-0.166760012507439,0.00247506754856621,-0.112334512174129,0.00541967631199608
2,1128.17572019894,True,619.412019584113,4.98195700405369,1.50527620315552,0.178198963403702,0.000583845990513061,-0.167983040213585,0.000307773957337169,-0.11627147346735,0.000729960025664424
2,1084.96057837279,True,360.866628267895,5.52241302476806,1.49357533454895,0.199011906981468,0.0251278877041117,-0.166955798864365,0.0163651986903962,-0.0560882985591888,0.0519131016357294
2,404.042775178267,True,504.999967146911,4.68276449966667,1.49778282642365,0.142071202397347,0.0102984919876937,-0.174736559391022,0.00354559760057798,-0.0166636779904366,0.00497605909753722
2,387.208853181751,True,163.163773434108,5.24403159849579,1.50111424922943,0.0951649621129036,0.0137634035781955,-0.191060751676559,0.00824802553769285,0.013143508695066,0.0118254596111774
2,2.95675222974336,True,379.96664166987,5.57608775744982,1.50194156169891,0.0976654067635536,0.0209375949770284,-0.174406453967094,0.0238118909848432,-0.034076277166605,0.0808513329012192
