subject,id,level,sa,choices,totalTrials_Pre,totalHits_Pre,totalFailures_Pre,totalTrials_Post,hitsPost,failuresPost,hitRatePre,hitRatePreMean,hitRatePresd,z(hit)_pre,failureRatePre,failureRatePreMean,failureRatePresd,z(failure)_pre,hitRatePost,hitRatePostMean,hitRatePostsd,z(hit)_post,failureRatePost,failureRatePostMean,failureRatePostsd,z(failure)_post,,d_prime_pre,d_prime_post
ez,N5,1,300,4,364,351,13,0,0,0,0.241071429,0.234246775,0.010382578,0.657317807,0.008928571,0.015753225,0.010382578,-0.657317807,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,1.314635615,#VALUE!
ez,N5,1,200,4,71,65,6,0,0,0,0.228873239,0.220175594,0.007131577,1.219596303,0.021126761,0.029824406,0.007131577,-1.219596303,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,2.439192606,#VALUE!
ez,N5,2,800,3,397,396,1,579,576,3,0.332493703,0.314210314,0.027202076,0.67213212,0.000839631,0.019123019,0.027202076,-0.672132096,0.331606218,0.324009237,0.009698433,0.783320424,0.001727116,0.019123019,0.009698433,-1.793681776,,1.344264216,2.5770022
ez,N5,2,1000,2,132,132,0,576,576,0,0.5,0.48792786,0.02854483,0.422918613,0,0.01207214,0.02854483,-0.422918613,0.5,0.49408504,0.008466899,0.698598149,0,0.01207214,0.008466899,-1.425804187,,0.845837225,2.124402336
ez,N5,2,600,3,448,440,8,579,576,3,0.327380952,0.316474979,0.018664497,0.584316478,0.005952381,0.016858354,0.018664497,-0.584316495,0.331606218,0.324727854,0.01131159,0.608081144,0.001727116,0.016858354,0.01131159,-1.337675663,,1.168632974,1.945756806
ez,N5,2,400,4,548,528,20,240,230,10,0.240875912,0.228754538,0.01783754,0.679542928,0.009124088,0.021245462,0.01783754,-0.679542928,0.239583333,0.238310867,0.007644151,0.166462658,0.010416667,0.021245462,0.007644151,-1.416611849,,1.359085857,1.583074507
ez,N5,2,300,4,375,366,9,0,0,0,0.244,0.238958255,0.005894483,0.855332856,0.006,0.011041745,0.005894483,-0.855332856,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,1.710665712,#VALUE!
ez,N5,2,200,4,70,64,6,0,0,0,0.228571429,0.224669657,0.010383513,0.375766043,0.021428571,0.025330343,0.010383513,-0.375766043,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,0.751532085,#VALUE!
ez,N5,3,800,3,399,396,3,579,576,3,0.330827068,0.315310058,0.026377836,0.588259416,0.002506266,0.018023276,0.026377836,-0.588259395,0.331606218,0.323369091,0.012796305,0.643711369,0.001727116,0.018023276,0.012796305,-1.273505119,,1.176518811,1.917216487
ez,N5,3,1000,2,132,132,0,576,576,0,0.5,0.49002853,0.024312701,0.410134182,0,0.00997147,0.024312701,-0.410134182,0.5,0.49096793,0.015792427,0.571924167,0,0.00997147,0.015792427,-0.631408326,,0.820268365,1.203332493
ez,N5,3,600,3,448,439,9,579,576,3,0.326636905,0.316088136,0.021844726,0.482897766,0.006696429,0.017245198,0.021844726,-0.482897741,0.331606218,0.32502129,0.012458215,0.528561134,0.001727116,0.017245198,0.012458215,-1.245610355,,0.965795507,1.774171489
ez,N5,3,400,4,549,528,21,198,191,7,0.240437158,0.232462863,0.015970833,0.499303606,0.009562842,0.017537137,0.015970833,-0.499303606,0.241161616,0.235356553,0.017633731,0.329202197,0.008838384,0.017537137,0.017633731,-0.493301866,,0.998607212,0.822504063
ez,N5,3,300,4,411,387,24,0,0,0,0.23540146,0.232670234,0.00795279,0.343429951,0.01459854,0.017329766,0.00795279,-0.343429951,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,0.686859901,#VALUE!
ez,N5,3,200,4,41,39,2,0,0,0,0.237804878,0.222136936,0.018191821,0.861262979,0.012195122,0.027863064,0.018191821,-0.861262979,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,1.722525957,#VALUE!
sh,N8,1,800,3,600,573,27,582,576,6,0.318333333,0.319251574,0.020895117,-0.043945222,0.015,0.01408176,0.020895117,0.043945201,0.329896907,0.331298397,0.001562822,-0.896768603,0.003436426,0.01408176,0.001562822,-6.811610681,,-0.087890423,5.914842078
sh,N8,1,1000,2,578,576,2,576,576,0,0.498269896,0.49932467,0.001013239,-1.040992629,0.001730104,0.00067533,0.001013239,1.040992629,0.5,0.49935121,0.000924659,0.701653611,0,0.00067533,0.000924659,-0.730355475,,-2.081985258,1.432009086
sh,N8,1,600,3,521,504,17,578,576,2,0.322456814,0.322724036,0.013569623,-0.019692692,0.01087652,0.010609297,0.013569623,0.01969274,0.332179931,0.331633166,0.001395258,0.391873527,0.001153403,0.010609297,0.001395258,-6.777166676,,-0.039385431,7.169040202
sh,N8,1,400,4,20,20,0,139,137,2,0.25,0.239128891,0.010226602,1.063022622,0,0.010871109,0.010226602,-1.063022622,0.246402878,0.244313304,0.007402995,0.282260673,0.003597122,0.010871109,0.007402995,-0.982573552,,2.126045244,1.264834225
sh,N8,1,300,4,0,0,0,0,0,0,nan,0.234246775,0.010382578,#VALUE!,nan,0.015753225,0.010382578,#VALUE!,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,#VALUE!,#VALUE!
sh,N8,1,200,4,0,0,0,0,0,0,nan,0.220175594,0.007131577,#VALUE!,nan,0.029824406,0.007131577,#VALUE!,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,#VALUE!,#VALUE!
sh,N8,2,800,3,602,575,27,591,576,15,0.318383167,0.314210314,0.027202076,0.153402005,0.014950166,0.019123019,0.027202076,-0.153402017,0.324873096,0.324009237,0.009698433,0.089072,0.008460237,0.019123019,0.009698433,-1.099433468,,0.306804022,1.188505468
sh,N8,2,1000,2,591,576,15,579,575,4,0.487309645,0.48792786,0.02854483,-0.021657683,0.012690355,0.01207214,0.02854483,0.021657683,0.496545769,0.49408504,0.008466899,0.290629307,0.003454231,0.01207214,0.008466899,-1.017835345,,-0.043315366,1.308464652
sh,N8,2,600,3,533,511,22,590,576,14,0.319574734,0.316474979,0.018664497,0.166077609,0.013758599,0.016858354,0.018664497,-0.166077624,0.325423729,0.324727854,0.01131159,0.061518802,0.007909605,0.016858354,0.01131159,-0.791113317,,0.332155234,0.852632119
sh,N8,2,400,4,21,20,1,184,181,3,0.238095238,0.228754538,0.01783754,0.523654057,0.011904762,0.021245462,0.01783754,-0.523654057,0.245923913,0.238310867,0.007644151,0.995930806,0.004076087,0.021245462,0.007644151,-2.246079998,,1.047308114,3.242010804
sh,N8,2,300,4,0,0,0,0,0,0,nan,0.238958255,0.005894483,#VALUE!,nan,0.011041745,0.005894483,#VALUE!,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,#VALUE!,#VALUE!
sh,N8,2,200,4,0,0,0,0,0,0,nan,0.224669657,0.010383513,#VALUE!,nan,0.025330343,0.010383513,#VALUE!,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,#VALUE!,#VALUE!
sh,N8,3,800,3,588,575,13,593,576,17,0.325963719,0.315310058,0.026377836,0.403886861,0.007369615,0.018023276,0.026377836,-0.403886839,0.323777403,0.323369091,0.012796305,0.031908582,0.00955593,0.018023276,0.012796305,-0.661702406,,0.8077737,0.693610989
sh,N8,3,1000,2,591,576,15,580,576,4,0.487309645,0.49002853,0.024312701,-0.111829833,0.012690355,0.00997147,0.024312701,0.111829833,0.496551724,0.49096793,0.015792427,0.353574191,0.003448276,0.00997147,0.015792427,-0.41305835,,-0.223659665,0.766632541
sh,N8,3,600,3,546,515,31,578,566,12,0.314407814,0.316088136,0.021844726,-0.07692117,0.018925519,0.017245198,0.021844726,0.07692115,0.326412918,0.32502129,0.012458215,0.111703663,0.006920415,0.017245198,0.012458215,-0.828752964,,-0.15384232,0.940456627
sh,N8,3,400,4,56,50,6,162,159,3,0.223214286,0.232462863,0.015970833,-0.579091732,0.026785714,0.017537137,0.015970833,0.579091732,0.24537037,0.235356553,0.017633731,0.567878511,0.00462963,0.017537137,0.017633731,-0.73197818,,-1.158183464,1.299856691
sh,N8,3,300,4,0,0,0,0,0,0,nan,0.232670234,0.00795279,#VALUE!,nan,0.017329766,0.00795279,#VALUE!,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,#VALUE!,#VALUE!
sh,N8,3,200,4,0,0,0,0,0,0,nan,0.222136936,0.018191821,#VALUE!,nan,0.027863064,0.018191821,#VALUE!,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,#VALUE!,#VALUE!
dd,N3,1,800,3,458,456,2,578,576,2,0.331877729,0.319251574,0.020895117,0.604263454,0.001455604,0.01408176,0.020895117,-0.604263481,0.332179931,0.331298397,0.001562822,0.564065658,0.001153403,0.01408176,0.001562822,-8.272444508,,1.208526934,8.836510165
dd,N3,1,1000,2,0,0,0,576,576,0,nan,0.49932467,0.001013239,#VALUE!,nan,0.00067533,0.001013239,#VALUE!,0.5,0.49935121,0.000924659,0.701653611,0,0.00067533,0.000924659,-0.730355475,,#VALUE!,1.432009086
dd,N3,1,600,3,456,456,0,578,576,2,0.333333333,0.322724036,0.013569623,0.781841666,0,0.010609297,0.013569623,-0.781841694,0.332179931,0.331633166,0.001395258,0.391873527,0.001153403,0.010609297,0.001395258,-6.777166676,,1.56368336,7.169040202
dd,N3,1,400,4,621,608,13,394,389,5,0.244766506,0.239128891,0.010226602,0.551269646,0.005233494,0.010871109,0.010226602,-0.551269646,0.246827411,0.244313304,0.007402995,0.339606786,0.003172589,0.010871109,0.007402995,-1.039919665,,1.102539293,1.379526452
dd,N3,1,300,4,412,398,14,0,0,0,0.241504854,0.234246775,0.010382578,0.699063218,0.008495146,0.015753225,0.010382578,-0.699063218,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,1.398126435,#VALUE!
dd,N3,1,200,4,84,72,12,0,0,0,0.214285714,0.220175594,0.007131577,-0.825887453,0.035714286,0.029824406,0.007131577,0.825887453,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,-1.651774905,#VALUE!
dd,N3,2,800,3,456,456,0,599,576,23,0.333333333,0.314210314,0.027202076,0.702998514,0,0.019123019,0.027202076,-0.702998527,0.320534224,0.324009237,0.009698433,-0.358306652,0.01279911,0.019123019,0.009698433,-0.652054721,,1.405997041,0.293748069
dd,N3,2,1000,2,0,0,0,587,576,11,nan,0.48792786,0.02854483,#VALUE!,nan,0.01207214,0.02854483,#VALUE!,0.490630324,0.49408504,0.008466899,-0.408026124,0.009369676,0.01207214,0.008466899,-0.319179914,,#VALUE!,-0.08884621
dd,N3,2,600,3,464,456,8,583,576,7,0.327586207,0.316474979,0.018664497,0.59531356,0.005747126,0.016858354,0.018664497,-0.595313577,0.329331046,0.324727854,0.01131159,0.406944783,0.004002287,0.016858354,0.01131159,-1.136539389,,1.190627138,1.543484172
dd,N3,2,400,4,616,608,8,543,527,16,0.246753247,0.228754538,0.01783754,1.009035389,0.003246753,0.021245462,0.01783754,-1.009035389,0.242633517,0.238310867,0.007644151,0.565484589,0.007366483,0.021245462,0.007644151,-1.81563378,,2.018070779,2.381118369
dd,N3,2,300,4,399,380,19,0,0,0,0.238095238,0.238958255,0.005894483,-0.146411007,0.011904762,0.011041745,0.005894483,0.146411007,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,-0.292822014,#VALUE!
dd,N3,2,200,4,72,68,4,0,0,0,0.236111111,0.224669657,0.010383513,1.101886547,0.013888889,0.025330343,0.010383513,-1.101886547,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,2.203773093,#VALUE!
dd,N3,3,800,3,456,456,0,588,576,12,0.333333333,0.315310058,0.026377836,0.683273466,0,0.018023276,0.026377836,-0.683273483,0.326530612,0.323369091,0.012796305,0.247065147,0.006802721,0.018023276,0.012796305,-0.876858972,,1.366546949,1.123924119
dd,N3,3,1000,2,0,0,0,589,576,13,nan,0.49002853,0.024312701,#VALUE!,nan,0.00997147,0.024312701,#VALUE!,0.488964346,0.49096793,0.015792427,-0.126869894,0.011035654,0.00997147,0.015792427,0.067385735,,#VALUE!,-0.194255628
dd,N3,3,600,3,460,456,4,585,576,9,0.330434783,0.316088136,0.021844726,0.656755661,0.002898551,0.017245198,0.021844726,-0.656755636,0.328205128,0.32502129,0.012458215,0.255561351,0.005128205,0.017245198,0.012458215,-0.972610651,,1.313511297,1.228172002
dd,N3,3,400,4,628,608,20,498,491,7,0.242038217,0.232462863,0.015970833,0.59955254,0.007961783,0.017537137,0.015970833,-0.59955254,0.246485944,0.235356553,0.017633731,0.631142149,0.003514056,0.017537137,0.017633731,-0.795241818,,1.199105081,1.426383967
dd,N3,3,300,4,406,389,17,0,0,0,0.23953202,0.232670234,0.00795279,0.862814993,0.01046798,0.017329766,0.00795279,-0.862814993,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,1.725629985,#VALUE!
dd,N3,3,200,4,88,72,16,0,0,0,0.204545455,0.222136936,0.018191821,-0.966999452,0.045454545,0.027863064,0.018191821,0.966999452,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,-1.933998903,#VALUE!
dl,N4,1,800,3,593,571,22,579,576,3,0.320966835,0.319251574,0.020895117,0.082089106,0.012366498,0.01408176,0.020895117,-0.082089128,0.331606218,0.331298397,0.001562822,0.196965003,0.001727116,0.01408176,0.001562822,-7.905343801,,0.164178233,8.102308803
dl,N4,1,1000,2,577,574,3,577,576,1,0.497400347,0.49932467,0.001013239,-1.899180309,0.002599653,0.00067533,0.001013239,1.899180309,0.499133449,0.49935121,0.000924659,-0.235503512,0.000866551,0.00067533,0.000924659,0.206801647,,-3.798360617,-0.442305159
dl,N4,1,600,3,510,493,17,579,576,3,0.322222222,0.322724036,0.013569623,-0.036980718,0.011111111,0.010609297,0.013569623,0.036980692,0.331606218,0.331633166,0.001395258,-0.01931428,0.001727116,0.010609297,0.001395258,-6.365978834,,-0.07396141,6.346664554
dl,N4,1,400,4,42,37,5,286,271,15,0.220238095,0.239128891,0.010226602,-1.847221174,0.029761905,0.010871109,0.010226602,1.847221174,0.236888112,0.244313304,0.007402995,-1.002998304,0.013111888,0.010871109,0.007402995,0.302685425,,-3.694442348,-1.305683728
dl,N4,1,300,4,0,0,0,0,0,0,nan,0.234246775,0.010382578,#VALUE!,nan,0.015753225,0.010382578,#VALUE!,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,#VALUE!,#VALUE!
dl,N4,1,200,4,0,0,0,0,0,0,nan,0.220175594,0.007131577,#VALUE!,nan,0.029824406,0.007131577,#VALUE!,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,#VALUE!,#VALUE!
dl,N4,2,800,3,613,573,40,583,576,7,0.311582382,0.314210314,0.027202076,-0.096607774,0.021750952,0.019123019,0.027202076,0.0966078,0.329331046,0.324009237,0.009698433,0.548728718,0.004002287,0.019123019,0.009698433,-1.559090178,,-0.193215573,2.107818896
dl,N4,2,1000,2,587,576,11,578,576,2,0.490630324,0.48792786,0.02854483,0.094674379,0.009369676,0.01207214,0.02854483,-0.094674379,0.498269896,0.49408504,0.008466899,0.494260765,0.001730104,0.01207214,0.008466899,-1.221466803,,0.189348759,1.715727569
dl,N4,2,600,3,537,504,33,589,576,13,0.312849162,0.316474979,0.018664497,-0.194262779,0.020484171,0.016858354,0.018664497,0.194262766,0.325976231,0.324727854,0.01131159,0.110362688,0.007357102,0.016858354,0.01131159,-0.839957292,,-0.388525544,0.95031998
dl,N4,2,400,4,22,16,6,268,245,23,0.181818182,0.228754538,0.01783754,-2.631324463,0.068181818,0.021245462,0.01783754,2.631324463,0.228544776,0.238310867,0.007644151,-1.277590006,0.021455224,0.021245462,0.007644151,0.027440814,,-5.262648927,-1.30503082
dl,N4,2,300,4,0,0,0,0,0,0,nan,0.238958255,0.005894483,#VALUE!,nan,0.011041745,0.005894483,#VALUE!,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,#VALUE!,#VALUE!
dl,N4,2,200,4,0,0,0,0,0,0,nan,0.224669657,0.010383513,#VALUE!,nan,0.025330343,0.010383513,#VALUE!,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,#VALUE!,#VALUE!
dl,N4,3,800,3,604,576,28,588,576,12,0.317880795,0.315310058,0.026377836,0.097458234,0.015452539,0.018023276,0.026377836,-0.097458212,0.326530612,0.323369091,0.012796305,0.247065147,0.006802721,0.018023276,0.012796305,-0.876858972,,0.194916446,1.123924119
dl,N4,3,1000,2,578,576,2,577,576,1,0.498269896,0.49002853,0.024312701,0.33897368,0.001730104,0.00997147,0.024312701,-0.33897368,0.499133449,0.49096793,0.015792427,0.517052866,0.000866551,0.00997147,0.015792427,-0.576537025,,0.677947361,1.093589891
dl,N4,3,600,3,585,543,42,583,576,7,0.309401709,0.316088136,0.021844726,-0.306088847,0.023931624,0.017245198,0.021844726,0.306088827,0.329331046,0.32502129,0.012458215,0.345936898,0.004002287,0.017245198,0.012458215,-1.062986199,,-0.612177674,1.408923097
dl,N4,3,400,4,6,6,0,312,286,26,0.25,0.232462863,0.015970833,1.098072745,0,0.017537137,0.015970833,-1.098072745,0.229166667,0.235356553,0.017633731,-0.351025303,0.020833333,0.017537137,0.017633731,0.186925634,,2.196145489,-0.537950938
dl,N4,3,300,4,0,0,0,0,0,0,nan,0.232670234,0.00795279,#VALUE!,nan,0.017329766,0.00795279,#VALUE!,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,#VALUE!,#VALUE!
dl,N4,3,200,4,0,0,0,0,0,0,nan,0.222136936,0.018191821,#VALUE!,nan,0.027863064,0.018191821,#VALUE!,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,#VALUE!,#VALUE!
aj,N2,1,800,3,635,595,40,584,576,8,0.312335958,0.319251574,0.020895117,-0.330968025,0.020997375,0.01408176,0.020895117,0.330968007,0.328767123,0.331298397,0.001562822,-1.61968136,0.00456621,0.01408176,0.001562822,-6.088697823,,-0.661936032,4.469016462
aj,N2,1,1000,2,576,576,0,577,576,1,0.5,0.49932467,0.001013239,0.666506244,0,0.00067533,0.001013239,-0.666506244,0.499133449,0.49935121,0.000924659,-0.235503512,0.000866551,0.00067533,0.000924659,0.206801647,,1.333012488,-0.442305159
aj,N2,1,600,3,550,533,17,578,576,2,0.323030303,0.322724036,0.013569623,0.022570016,0.01030303,0.010609297,0.013569623,-0.022570041,0.332179931,0.331633166,0.001395258,0.391873527,0.001153403,0.010609297,0.001395258,-6.777166676,,0.045140057,7.169040202
aj,N2,1,400,4,187,181,6,273,266,7,0.24197861,0.239128891,0.010226602,0.278657492,0.00802139,0.010871109,0.010226602,-0.278657492,0.243589744,0.244313304,0.007402995,-0.097738764,0.006410256,0.010871109,0.007402995,-0.602574115,,0.557314984,0.504835351
aj,N2,1,300,4,0,0,0,0,0,0,nan,0.234246775,0.010382578,#VALUE!,nan,0.015753225,0.010382578,#VALUE!,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,#VALUE!,#VALUE!
aj,N2,1,200,4,0,0,0,0,0,0,nan,0.220175594,0.007131577,#VALUE!,nan,0.029824406,0.007131577,#VALUE!,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,#VALUE!,#VALUE!
aj,N2,2,800,3,602,576,26,587,576,11,0.318936877,0.314210314,0.027202076,0.173757437,0.014396456,0.019123019,0.027202076,-0.173757448,0.327086882,0.324009237,0.009698433,0.31733423,0.006246451,0.019123019,0.009698433,-1.327695694,,0.347514885,1.645029924
aj,N2,2,1000,2,577,576,1,577,576,1,0.499133449,0.48792786,0.02854483,0.392561067,0.000866551,0.01207214,0.02854483,-0.392561067,0.499133449,0.49408504,0.008466899,0.596252415,0.000866551,0.01207214,0.008466899,-1.323458453,,0.785122134,1.919710868
aj,N2,2,600,3,604,576,28,581,576,5,0.317880795,0.316474979,0.018664497,0.075320327,0.015452539,0.016858354,0.018664497,-0.075320288,0.330464716,0.324727854,0.01131159,0.50716677,0.002868617,0.016858354,0.01131159,-1.236761376,,0.150640615,1.743928146
aj,N2,2,400,4,186,162,24,321,306,15,0.217741935,0.228754538,0.01783754,-0.617383487,0.032258065,0.021245462,0.01783754,0.617383487,0.238317757,0.238310867,0.007644151,0.000901308,0.011682243,0.021245462,0.007644151,-1.251050499,,-1.234766975,1.251951808
aj,N2,2,300,4,0,0,0,0,0,0,nan,0.238958255,0.005894483,#VALUE!,nan,0.011041745,0.005894483,#VALUE!,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,#VALUE!,#VALUE!
aj,N2,2,200,4,0,0,0,0,0,0,nan,0.224669657,0.010383513,#VALUE!,nan,0.025330343,0.010383513,#VALUE!,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,#VALUE!,#VALUE!
aj,N2,3,800,3,611,576,35,588,576,12,0.314238953,0.315310058,0.026377836,-0.040606239,0.019094381,0.018023276,0.026377836,0.040606262,0.326530612,0.323369091,0.012796305,0.247065147,0.006802721,0.018023276,0.012796305,-0.876858972,,-0.0812125,1.123924119
aj,N2,3,1000,2,578,576,2,576,576,0,0.498269896,0.49002853,0.024312701,0.33897368,0.001730104,0.00997147,0.024312701,-0.33897368,0.5,0.49096793,0.015792427,0.571924167,0,0.00997147,0.015792427,-0.631408326,,0.677947361,1.203332493
aj,N2,3,600,3,595,570,25,582,576,6,0.319327731,0.316088136,0.021844726,0.148301023,0.014005602,0.017245198,0.021844726,-0.148301044,0.329896907,0.32502129,0.012458215,0.39135761,0.003436426,0.017245198,0.012458215,-1.108406911,,0.296602067,1.499764521
aj,N2,3,400,4,161,151,10,327,303,24,0.23447205,0.232462863,0.015970833,0.125803492,0.01552795,0.017537137,0.015970833,-0.125803492,0.231651376,0.235356553,0.017633731,-0.210118711,0.018348624,0.017537137,0.017633731,0.046019042,,0.251606984,-0.256137752
aj,N2,3,300,4,0,0,0,0,0,0,nan,0.232670234,0.00795279,#VALUE!,nan,0.017329766,0.00795279,#VALUE!,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,#VALUE!,#VALUE!
aj,N2,3,200,4,0,0,0,0,0,0,nan,0.222136936,0.018191821,#VALUE!,nan,0.027863064,0.018191821,#VALUE!,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,#VALUE!,#VALUE!
kp,AS3,1,800,3,585,576,9,583,576,7,0.328205128,0.319251574,0.020895117,0.428499851,0.005128205,0.01408176,0.020895117,-0.428499877,0.329331046,0.331298397,0.001562822,-1.258845014,0.004002287,0.01408176,0.001562822,-6.44953422,,0.856999728,5.190689206
kp,AS3,1,1000,2,577,576,1,577,576,1,0.499133449,0.49932467,0.001013239,-0.188722607,0.000866551,0.00067533,0.001013239,0.188722607,0.499133449,0.49935121,0.000924659,-0.235503512,0.000866551,0.00067533,0.000924659,0.206801647,,-0.377445214,-0.442305159
kp,AS3,1,600,3,547,539,8,583,576,7,0.328458257,0.322724036,0.013569623,0.422577741,0.004875076,0.010609297,0.013569623,-0.422577768,0.329331046,0.331633166,0.001395258,-1.649960587,0.004002287,0.010609297,0.001395258,-4.735333105,,0.845155508,3.085372518
kp,AS3,1,400,4,109,104,5,363,359,4,0.23853211,0.239128891,0.010226602,-0.058355721,0.01146789,0.010871109,0.010226602,0.058355721,0.247245179,0.244313304,0.007402995,0.39603908,0.002754821,0.010871109,0.007402995,-1.096351959,,-0.116711443,1.49239104
kp,AS3,1,300,4,0,0,0,0,0,0,nan,0.234246775,0.010382578,#VALUE!,nan,0.015753225,0.010382578,#VALUE!,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,#VALUE!,#VALUE!
kp,AS3,1,200,4,0,0,0,0,0,0,nan,0.220175594,0.007131577,#VALUE!,nan,0.029824406,0.007131577,#VALUE!,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,#VALUE!,#VALUE!
kp,AS3,2,800,3,598,576,22,611,576,35,0.321070234,0.314210314,0.027202076,0.252183694,0.012263099,0.019123019,0.027202076,-0.252183705,0.314238953,0.324009237,0.009698433,-1.007408505,0.019094381,0.019123019,0.009698433,-0.002952879,,0.504367399,-1.004455626
kp,AS3,2,1000,2,583,576,7,612,576,36,0.493996569,0.48792786,0.02854483,0.212602738,0.006003431,0.01207214,0.02854483,-0.212602738,0.470588235,0.49408504,0.008466899,-2.775137022,0.029411765,0.01207214,0.008466899,2.047930984,,0.425205476,-4.823068006
kp,AS3,2,600,3,581,561,20,600,575,25,0.321858864,0.316474979,0.018664497,0.288455943,0.011474469,0.016858354,0.018664497,-0.288455958,0.319444444,0.324727854,0.01131159,-0.46707931,0.013888889,0.016858354,0.01131159,-0.262515291,,0.576911901,-0.204564019
kp,AS3,2,400,4,175,163,12,426,410,16,0.232857143,0.228754538,0.01783754,0.229998376,0.017142857,0.021245462,0.01783754,-0.229998376,0.240610329,0.238310867,0.007644151,0.300813217,0.009389671,0.021245462,0.007644151,-1.550962409,,0.459996752,1.851775626
kp,AS3,2,300,4,0,0,0,0,0,0,nan,0.238958255,0.005894483,#VALUE!,nan,0.011041745,0.005894483,#VALUE!,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,#VALUE!,#VALUE!
kp,AS3,2,200,4,0,0,0,0,0,0,nan,0.224669657,0.010383513,#VALUE!,nan,0.025330343,0.010383513,#VALUE!,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,#VALUE!,#VALUE!
kp,AS3,3,800,3,593,576,17,605,575,30,0.323777403,0.315310058,0.026377836,0.321002275,0.00955593,0.018023276,0.026377836,-0.321002291,0.316804408,0.323369091,0.012796305,-0.51301396,0.016528926,0.018023276,0.012796305,-0.116779783,,0.642004566,-0.396234177
kp,AS3,3,1000,2,591,576,15,623,576,47,0.487309645,0.49002853,0.024312701,-0.111829833,0.012690355,0.00997147,0.024312701,0.111829833,0.462279294,0.49096793,0.015792427,-1.816607163,0.037720706,0.00997147,0.015792427,1.757123004,,-0.223659665,-3.573730167
kp,AS3,3,600,3,600,576,24,614,576,38,0.32,0.316088136,0.021844726,0.179075912,0.013333333,0.017245198,0.021844726,-0.179075933,0.312703583,0.32502129,0.012458215,-0.988721639,0.02062975,0.017245198,0.012458215,0.271672338,,0.358151845,-1.260393977
kp,AS3,3,400,4,228,215,13,397,374,23,0.235745614,0.232462863,0.015970833,0.205546608,0.014254386,0.017537137,0.015970833,-0.205546608,0.235516373,0.235356553,0.017633731,0.009063317,0.014483627,0.017537137,0.017633731,-0.173162986,,0.411093216,0.182226304
kp,AS3,3,300,4,0,0,0,0,0,0,nan,0.232670234,0.00795279,#VALUE!,nan,0.017329766,0.00795279,#VALUE!,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,#VALUE!,#VALUE!
kp,AS3,3,200,4,0,0,0,0,0,0,nan,0.222136936,0.018191821,#VALUE!,nan,0.027863064,0.018191821,#VALUE!,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,#VALUE!,#VALUE!
mg,AMS1,1,800,3,597,574,23,578,576,2,0.320491346,0.319251574,0.020895117,0.059333119,0.012841988,0.01408176,0.020895117,-0.059333093,0.332179931,0.331298397,0.001562822,0.564065658,0.001153403,0.01408176,0.001562822,-8.272444508,,0.118666212,8.836510165
mg,AMS1,1,1000,2,575,575,0,576,576,0,0.5,0.49932467,0.001013239,0.666506244,0,0.00067533,0.001013239,-0.666506244,0.5,0.49935121,0.000924659,0.701653611,0,0.00067533,0.000924659,-0.730355475,,1.333012488,1.432009086
mg,AMS1,1,600,3,488,484,4,582,576,6,0.330601093,0.322724036,0.013569623,0.58049193,0.00273224,0.010609297,0.013569623,-0.580491957,0.329896907,0.331633166,0.001395258,-1.244400414,0.003436426,0.010609297,0.001395258,-5.140893312,,1.160983887,3.896492898
