subject,id,level,sa,choices,totalTrials_Pre,totalHits_Pre,totalFailures_Pre,totalTrials_Post,hitsPost,failuresPost,hitRatePre,hitRatePreMean,hitRatePresd,z(hit)_pre,failureRatePre,failureRatePreMean,failureRatePresd,z(failure)_pre,hitRatePost,hitRatePostMean,hitRatePostsd,z(hit)_post,failureRatePost,failureRatePostMean,failureRatePostsd,z(failure)_post,,d_prime_pre,d_prime_post
mg,AMS1,1,400,4,62,60,2,219,214,5,0.241935484,0.239128891,0.010226602,0.274440451,0.008064516,0.010871109,0.010226602,-0.274440451,0.244292237,0.244313304,0.007402995,-0.002845686,0.005707763,0.010871109,0.007402995,-0.697467193,,0.548880902,0.694621507
mg,AMS1,1,300,4,0,0,0,0,0,0,nan,0.234246775,0.010382578,#VALUE!,nan,0.015753225,0.010382578,#VALUE!,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,#VALUE!,#VALUE!
mg,AMS1,1,200,4,0,0,0,0,0,0,nan,0.220175594,0.007131577,#VALUE!,nan,0.029824406,0.007131577,#VALUE!,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,#VALUE!,#VALUE!
mg,AMS1,2,800,3,582,576,6,576,576,0,0.329896907,0.314210314,0.027202076,0.576668965,0.003436426,0.019123019,0.027202076,-0.576668977,0.333333333,0.324009237,0.009698433,0.96140228,0,0.019123019,0.009698433,-1.971763733,,1.153337942,2.933166013
mg,AMS1,2,1000,2,574,574,0,576,576,0,0.5,0.48792786,0.02854483,0.422918613,0,0.01207214,0.02854483,-0.422918613,0.5,0.49408504,0.008466899,0.698598149,0,0.01207214,0.008466899,-1.425804187,,0.845837225,2.124402336
mg,AMS1,2,600,3,565,554,11,579,576,3,0.326843658,0.316474979,0.018664497,0.555529525,0.006489676,0.016858354,0.018664497,-0.555529488,0.331606218,0.324727854,0.01131159,0.608081144,0.001727116,0.016858354,0.01131159,-1.337675663,,1.111059013,1.945756806
mg,AMS1,2,400,4,90,86,4,229,222,7,0.238888889,0.228754538,0.01783754,0.568147356,0.011111111,0.021245462,0.01783754,-0.568147356,0.242358079,0.238310867,0.007644151,0.529452073,0.007641921,0.021245462,0.007644151,-1.779601264,,1.136294711,2.309053338
mg,AMS1,2,300,4,0,0,0,0,0,0,nan,0.238958255,0.005894483,#VALUE!,nan,0.011041745,0.005894483,#VALUE!,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,#VALUE!,#VALUE!
mg,AMS1,2,200,4,0,0,0,0,0,0,nan,0.224669657,0.010383513,#VALUE!,nan,0.025330343,0.010383513,#VALUE!,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,#VALUE!,#VALUE!
mg,AMS1,3,800,3,587,576,11,577,576,1,0.327086882,0.315310058,0.026377836,0.446466662,0.006246451,0.018023276,0.026377836,-0.446466678,0.332755633,0.323369091,0.012796305,0.733535346,0.000577701,0.018023276,0.012796305,-1.363329096,,0.89293334,2.096864442
mg,AMS1,3,1000,2,576,576,0,576,576,0,0.5,0.49002853,0.024312701,0.410134182,0,0.00997147,0.024312701,-0.410134182,0.5,0.49096793,0.015792427,0.571924167,0,0.00997147,0.015792427,-0.631408326,,0.820268365,1.203332493
mg,AMS1,3,600,3,568,558,10,577,576,1,0.327464789,0.316088136,0.021844726,0.520796342,0.005868545,0.017245198,0.021844726,-0.520796317,0.332755633,0.32502129,0.012458215,0.620822747,0.000577701,0.017245198,0.012458215,-1.337871967,,1.041592659,1.958694714
mg,AMS1,3,400,4,104,99,5,234,228,6,0.237980769,0.232462863,0.015970833,0.345498919,0.012019231,0.017537137,0.015970833,-0.345498919,0.243589744,0.235356553,0.017633731,0.46690011,0.006410256,0.017537137,0.017633731,-0.630999778,,0.690997837,1.097899888
mg,AMS1,3,300,4,0,0,0,0,0,0,nan,0.232670234,0.00795279,#VALUE!,nan,0.017329766,0.00795279,#VALUE!,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,#VALUE!,#VALUE!
mg,AMS1,3,200,4,0,0,0,0,0,0,nan,0.222136936,0.018191821,#VALUE!,nan,0.027863064,0.018191821,#VALUE!,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,#VALUE!,#VALUE!
bb,AS1,1,800,3,463,421,42,581,576,5,0.303095752,0.319251574,0.020895117,-0.773186467,0.030237581,0.01408176,0.020895117,0.773186452,0.330464716,0.331298397,0.001562822,-0.533445729,0.002868617,0.01408176,0.001562822,-7.174933606,,-1.54637292,6.641487877
bb,AS1,1,1000,2,258,258,0,576,576,0,0.5,0.49932467,0.001013239,0.666506244,0,0.00067533,0.001013239,-0.666506244,0.5,0.49935121,0.000924659,0.701653611,0,0.00067533,0.000924659,-0.730355475,,1.333012488,1.432009086
bb,AS1,1,600,3,317,302,15,546,542,4,0.317560463,0.322724036,0.013569623,-0.380524457,0.015772871,0.010609297,0.013569623,0.380524506,0.330891331,0.331633166,0.001395258,-0.531683387,0.002442002,0.010609297,0.001395258,-5.8536104,,-0.761048963,5.321927013
bb,AS1,1,400,4,308,286,22,141,141,0,0.232142857,0.239128891,0.010226602,-0.683123656,0.017857143,0.010871109,0.010226602,0.683123656,0.25,0.244313304,0.007402995,0.768161571,0,0.010871109,0.007402995,-1.46847445,,-1.366247311,2.23663602
bb,AS1,1,300,4,65,57,8,0,0,0,0.219230769,0.234246775,0.010382578,-1.446269472,0.030769231,0.015753225,0.010382578,1.446269472,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,-2.892538944,#VALUE!
bb,AS1,1,200,4,0,0,0,0,0,0,nan,0.220175594,0.007131577,#VALUE!,nan,0.029824406,0.007131577,#VALUE!,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,#VALUE!,#VALUE!
bb,AS1,2,800,3,474,412,62,609,576,33,0.289732771,0.314210314,0.027202076,-0.89984099,0.043600563,0.019123019,0.027202076,0.899841019,0.315270936,0.324009237,0.009698433,-0.901001318,0.018062397,0.019123019,0.009698433,-0.109360167,,-1.799682009,-0.791641151
bb,AS1,2,1000,2,293,256,37,585,569,16,0.436860068,0.48792786,0.02854483,-1.78903819,0.063139932,0.01207214,0.02854483,1.78903819,0.486324786,0.49408504,0.008466899,-0.916540278,0.013675214,0.01207214,0.008466899,0.189334239,,-3.578076381,-1.105874517
bb,AS1,2,600,3,340,277,63,614,561,53,0.271568627,0.316474979,0.018664497,-2.405977115,0.061764706,0.016858354,0.018664497,2.405977113,0.304560261,0.324727854,0.01131159,-1.782914068,0.028773073,0.016858354,0.01131159,1.053319563,,-4.811954228,-2.836233631
bb,AS1,2,400,4,240,177,63,58,50,8,0.184375,0.228754538,0.01783754,-2.487985304,0.065625,0.021245462,0.01783754,2.487985304,0.215517241,0.238310867,0.007644151,-2.981838724,0.034482759,0.021245462,0.007644151,1.731689532,,-4.975970609,-4.713528256
bb,AS1,2,300,4,0,0,0,0,0,0,nan,0.238958255,0.005894483,#VALUE!,nan,0.011041745,0.005894483,#VALUE!,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,#VALUE!,#VALUE!
bb,AS1,2,200,4,0,0,0,0,0,0,nan,0.224669657,0.010383513,#VALUE!,nan,0.025330343,0.010383513,#VALUE!,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,#VALUE!,#VALUE!
bb,AS1,3,800,3,489,425,64,619,576,43,0.289706885,0.315310058,0.026377836,-0.970632044,0.043626449,0.018023276,0.026377836,0.97063207,0.310177706,0.323369091,0.012796305,-1.030874549,0.023155627,0.018023276,0.012796305,0.401080731,,-1.941264114,-1.43195528
bb,AS1,3,1000,2,282,256,26,584,576,8,0.453900709,0.49002853,0.024312701,-1.485964943,0.046099291,0.00997147,0.024312701,1.485964943,0.493150685,0.49096793,0.015792427,0.138215332,0.006849315,0.00997147,0.015792427,-0.197699491,,-2.971929886,0.335914823
bb,AS1,3,600,3,375,291,84,587,551,36,0.258666667,0.316088136,0.021844726,-2.628619379,0.074666667,0.017245198,0.021844726,2.628619406,0.312890403,0.32502129,0.012458215,-0.973725911,0.02044293,0.017245198,0.012458215,0.256676611,,-5.257238785,-1.230402522
bb,AS1,3,400,4,279,199,80,18,12,6,0.178315412,0.232462863,0.015970833,-3.390396165,0.071684588,0.017537137,0.015970833,3.390396165,0.166666667,0.235356553,0.017633731,-3.89536874,0.083333333,0.017537137,0.017633731,3.731269071,,-6.78079233,-7.626637811
bb,AS1,3,300,4,0,0,0,0,0,0,nan,0.232670234,0.00795279,#VALUE!,nan,0.017329766,0.00795279,#VALUE!,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,#VALUE!,#VALUE!
bb,AS1,3,200,4,0,0,0,0,0,0,nan,0.222136936,0.018191821,#VALUE!,nan,0.027863064,0.018191821,#VALUE!,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,#VALUE!,#VALUE!
co,AA2,1,800,3,580,576,4,576,576,0,0.331034483,0.319251574,0.020895117,0.563907326,0.002298851,0.01408176,0.020895117,-0.563907305,0.333333333,0.331298397,0.001562822,1.30209082,0,0.01408176,0.001562822,-9.010470413,,1.127814631,10.31256123
co,AA2,1,1000,2,574,570,4,576,576,0,0.496515679,0.49932467,0.001013239,-2.772289447,0.003484321,0.00067533,0.001013239,2.772289447,0.5,0.49935121,0.000924659,0.701653611,0,0.00067533,0.000924659,-0.730355475,,-5.544578894,1.432009086
co,AA2,1,600,3,582,576,6,576,576,0,0.329896907,0.322724036,0.013569623,0.528597636,0.003436426,0.010609297,0.013569623,-0.528597663,0.333333333,0.331633166,0.001395258,1.21853222,0,0.010609297,0.001395258,-7.603826155,,1.057195299,8.822358375
co,AA2,1,400,4,191,184,7,245,244,1,0.240837696,0.239128891,0.010226602,0.16709414,0.009162304,0.010871109,0.010226602,-0.16709414,0.248979592,0.244313304,0.007402995,0.630324388,0.001020408,0.010871109,0.007402995,-1.330637267,,0.33418828,1.960961655
co,AA2,1,300,4,0,0,0,0,0,0,nan,0.234246775,0.010382578,#VALUE!,nan,0.015753225,0.010382578,#VALUE!,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,#VALUE!,#VALUE!
co,AA2,1,200,4,0,0,0,0,0,0,nan,0.220175594,0.007131577,#VALUE!,nan,0.029824406,0.007131577,#VALUE!,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,#VALUE!,#VALUE!
co,AA2,2,800,3,585,576,9,581,576,5,0.328205128,0.314210314,0.027202076,0.514475954,0.005128205,0.019123019,0.027202076,-0.514475967,0.330464716,0.324009237,0.009698433,0.665620794,0.002868617,0.019123019,0.009698433,-1.675982252,,1.028951921,2.341603046
co,AA2,2,1000,2,579,576,3,576,576,0,0.497409326,0.48792786,0.02854483,0.332160533,0.002590674,0.01207214,0.02854483,-0.332160533,0.5,0.49408504,0.008466899,0.698598149,0,0.01207214,0.008466899,-1.425804187,,0.664321066,2.124402336
co,AA2,2,600,3,588,576,12,543,533,10,0.326530612,0.316474979,0.018664497,0.538757254,0.006802721,0.016858354,0.018664497,-0.53875727,0.327194598,0.324727854,0.01131159,0.218072304,0.006138735,0.016858354,0.01131159,-0.947666909,,1.077514524,1.165739214
co,AA2,2,400,4,171,154,17,207,202,5,0.225146199,0.228754538,0.01783754,-0.202289032,0.024853801,0.021245462,0.01783754,0.202289032,0.243961353,0.238310867,0.007644151,0.739190727,0.006038647,0.021245462,0.007644151,-1.989339919,,-0.404578065,2.728530646
co,AA2,2,300,4,0,0,0,0,0,0,nan,0.238958255,0.005894483,#VALUE!,nan,0.011041745,0.005894483,#VALUE!,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,#VALUE!,#VALUE!
co,AA2,2,200,4,0,0,0,0,0,0,nan,0.224669657,0.010383513,#VALUE!,nan,0.025330343,0.010383513,#VALUE!,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,#VALUE!,#VALUE!
co,AA2,3,800,3,594,576,18,484,480,4,0.323232323,0.315310058,0.026377836,0.300337956,0.01010101,0.018023276,0.026377836,-0.300337972,0.330578512,0.323369091,0.012796305,0.563398653,0.002754821,0.018023276,0.012796305,-1.19319248,,0.600675929,1.756591133
co,AA2,3,1000,2,577,576,1,573,566,7,0.499133449,0.49002853,0.024312701,0.374492276,0.000866551,0.00997147,0.024312701,-0.374492276,0.493891798,0.49096793,0.015792427,0.185143712,0.006108202,0.00997147,0.015792427,-0.244627871,,0.748984553,0.429771582
co,AA2,3,600,3,600,573,27,481,480,1,0.318333333,0.316088136,0.021844726,0.102779829,0.015,0.017245198,0.021844726,-0.102779849,0.332640333,0.32502129,0.012458215,0.611567809,0.000693001,0.017245198,0.012458215,-1.32861703,,0.205559678,1.940184839
co,AA2,3,400,4,156,138,18,184,183,1,0.221153846,0.232462863,0.015970833,-0.708104413,0.028846154,0.017537137,0.015970833,0.708104413,0.248641304,0.235356553,0.017633731,0.753371526,0.001358696,0.017537137,0.017633731,-0.917471195,,-1.416208826,1.670842721
co,AA2,3,300,4,0,0,0,0,0,0,nan,0.232670234,0.00795279,#VALUE!,nan,0.017329766,0.00795279,#VALUE!,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,#VALUE!,#VALUE!
co,AA2,3,200,4,0,0,0,0,0,0,nan,0.222136936,0.018191821,#VALUE!,nan,0.027863064,0.018191821,#VALUE!,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,#VALUE!,#VALUE!
ky,AA3,1,800,3,582,576,6,578,575,3,0.329896907,0.319251574,0.020895117,0.509465132,0.003436426,0.01408176,0.020895117,-0.509465158,0.33160323,0.331298397,0.001562822,0.195053077,0.001730104,0.01408176,0.001562822,-7.903431875,,1.018930291,8.098484951
ky,AA3,1,1000,2,577,576,1,576,576,0,0.499133449,0.49932467,0.001013239,-0.188722607,0.000866551,0.00067533,0.001013239,0.188722607,0.5,0.49935121,0.000924659,0.701653611,0,0.00067533,0.000924659,-0.730355475,,-0.377445214,1.432009086
ky,AA3,1,600,3,546,540,6,577,575,2,0.32967033,0.322724036,0.013569623,0.511900267,0.003663004,0.010609297,0.013569623,-0.51190022,0.332177932,0.331633166,0.001395258,0.390440817,0.001155402,0.010609297,0.001395258,-6.775733965,,1.023800487,7.166174782
ky,AA3,1,400,4,210,201,9,79,78,1,0.239285714,0.239128891,0.010226602,0.015334836,0.010714286,0.010871109,0.010226602,-0.015334836,0.246835443,0.244313304,0.007402995,0.340691753,0.003164557,0.010871109,0.007402995,-1.041004632,,0.030669672,1.381696384
ky,AA3,1,300,4,0,0,0,0,0,0,nan,0.234246775,0.010382578,#VALUE!,nan,0.015753225,0.010382578,#VALUE!,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,#VALUE!,#VALUE!
ky,AA3,1,200,4,0,0,0,0,0,0,nan,0.220175594,0.007131577,#VALUE!,nan,0.029824406,0.007131577,#VALUE!,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,#VALUE!,#VALUE!
ky,AA3,2,800,3,585,575,10,583,576,7,0.327635328,0.314210314,0.027202076,0.493529023,0.005698006,0.019123019,0.027202076,-0.493528999,0.329331046,0.324009237,0.009698433,0.548728718,0.004002287,0.019123019,0.009698433,-1.559090178,,0.987058023,2.107818896
ky,AA3,2,1000,2,576,576,0,576,576,0,0.5,0.48792786,0.02854483,0.422918613,0,0.01207214,0.02854483,-0.422918613,0.5,0.49408504,0.008466899,0.698598149,0,0.01207214,0.008466899,-1.425804187,,0.845837225,2.124402336
ky,AA3,2,600,3,576,557,19,584,576,8,0.322337963,0.316474979,0.018664497,0.314124944,0.01099537,0.016858354,0.018664497,-0.31412496,0.328767123,0.324727854,0.01131159,0.357091225,0.00456621,0.016858354,0.01131159,-1.086685831,,0.628249905,1.443777055
ky,AA3,2,400,4,182,170,12,117,107,10,0.233516484,0.228754538,0.01783754,0.266962049,0.016483516,0.021245462,0.01783754,-0.266962049,0.228632479,0.238310867,0.007644151,-1.26611679,0.021367521,0.021245462,0.007644151,0.015967598,,0.533924098,-1.282084388
ky,AA3,2,300,4,0,0,0,0,0,0,nan,0.238958255,0.005894483,#VALUE!,nan,0.011041745,0.005894483,#VALUE!,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,#VALUE!,#VALUE!
ky,AA3,2,200,4,0,0,0,0,0,0,nan,0.224669657,0.010383513,#VALUE!,nan,0.025330343,0.010383513,#VALUE!,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,#VALUE!,#VALUE!
ky,AA3,3,800,3,588,576,12,582,576,6,0.326530612,0.315310058,0.026377836,0.425378123,0.006802721,0.018023276,0.026377836,-0.42537814,0.329896907,0.323369091,0.012796305,0.510132886,0.003436426,0.018023276,0.012796305,-1.139926713,,0.850756263,1.650059598
ky,AA3,3,1000,2,577,576,1,576,576,0,0.499133449,0.49002853,0.024312701,0.374492276,0.000866551,0.00997147,0.024312701,-0.374492276,0.5,0.49096793,0.015792427,0.571924167,0,0.00997147,0.015792427,-0.631408326,,0.748984553,1.203332493
ky,AA3,3,600,3,591,576,15,580,576,4,0.324873096,0.316088136,0.021844726,0.402154751,0.008460237,0.017245198,0.021844726,-0.402154772,0.331034483,0.32502129,0.012458215,0.482668926,0.002298851,0.017245198,0.012458215,-1.199718146,,0.804309522,1.682387072
ky,AA3,3,400,4,208,187,21,139,131,8,0.224759615,0.232462863,0.015970833,-0.482332284,0.025240385,0.017537137,0.015970833,0.482332284,0.235611511,0.235356553,0.017633731,0.014458545,0.014388489,0.017537137,0.017633731,-0.178558214,,-0.964664568,0.19301676
ky,AA3,3,300,4,0,0,0,0,0,0,nan,0.232670234,0.00795279,#VALUE!,nan,0.017329766,0.00795279,#VALUE!,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,#VALUE!,#VALUE!
ky,AA3,3,200,4,0,0,0,0,0,0,nan,0.222136936,0.018191821,#VALUE!,nan,0.027863064,0.018191821,#VALUE!,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,#VALUE!,#VALUE!
tp,AS4,1,800,3,605,558,47,586,576,10,0.307438017,0.319251574,0.020895117,-0.565374037,0.025895317,0.01408176,0.020895117,0.565374068,0.327645051,0.331298397,0.001562822,-2.337659455,0.005688282,0.01408176,0.001562822,-5.370719627,,-1.130748106,3.033060173
tp,AS4,1,1000,2,577,576,1,577,576,1,0.499133449,0.49932467,0.001013239,-0.188722607,0.000866551,0.00067533,0.001013239,0.188722607,0.499133449,0.49935121,0.000924659,-0.235503512,0.000866551,0.00067533,0.000924659,0.206801647,,-0.377445214,-0.442305159
tp,AS4,1,600,3,213,197,16,585,576,9,0.30829421,0.322724036,0.013569623,-1.063391848,0.025039124,0.010609297,0.013569623,1.063391898,0.328205128,0.331633166,0.001395258,-2.456921128,0.005128205,0.010609297,0.001395258,-3.928372495,,-2.126783746,1.471451367
tp,AS4,1,400,4,0,0,0,175,151,24,nan,0.239128891,0.010226602,#VALUE!,nan,0.010871109,0.010226602,#VALUE!,0.215714286,0.244313304,0.007402995,-3.863168479,0.034285714,0.010871109,0.007402995,3.1628556,,#VALUE!,-7.026024078
tp,AS4,1,300,4,0,0,0,0,0,0,nan,0.234246775,0.010382578,#VALUE!,nan,0.015753225,0.010382578,#VALUE!,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,#VALUE!,#VALUE!
tp,AS4,1,200,4,0,0,0,0,0,0,nan,0.220175594,0.007131577,#VALUE!,nan,0.029824406,0.007131577,#VALUE!,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,#VALUE!,#VALUE!
tp,AS4,2,800,3,335,246,89,657,574,83,0.244776119,0.314210314,0.027202076,-2.55253294,0.088557214,0.019123019,0.027202076,2.552532936,0.29122273,0.324009237,0.009698433,-3.380598317,0.042110604,0.019123019,0.009698433,2.370236891,,-5.105065876,-5.750835208
tp,AS4,2,1000,2,839,654,185,593,576,17,0.389749702,0.48792786,0.02854483,-3.439437411,0.110250298,0.01207214,0.02854483,3.439437411,0.485666105,0.49408504,0.008466899,-0.994335111,0.014333895,0.01207214,0.008466899,0.267129073,,-6.878874822,-1.261464183
tp,AS4,2,600,3,0,0,0,552,471,81,nan,0.316474979,0.018664497,#VALUE!,nan,0.016858354,0.018664497,#VALUE!,0.28442029,0.324727854,0.01131159,-3.563386255,0.048913043,0.016858354,0.01131159,2.833791673,,#VALUE!,-6.397177928
tp,AS4,2,400,4,0,0,0,0,0,0,nan,0.228754538,0.01783754,#VALUE!,nan,0.021245462,0.01783754,#VALUE!,nan,0.238310867,0.007644151,#VALUE!,nan,0.021245462,0.007644151,#VALUE!,,#VALUE!,#VALUE!
tp,AS4,2,300,4,0,0,0,0,0,0,nan,0.238958255,0.005894483,#VALUE!,nan,0.011041745,0.005894483,#VALUE!,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,#VALUE!,#VALUE!
tp,AS4,2,200,4,0,0,0,0,0,0,nan,0.224669657,0.010383513,#VALUE!,nan,0.025330343,0.010383513,#VALUE!,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,#VALUE!,#VALUE!
tp,AS4,3,800,3,348,252,96,694,570,124,0.24137931,0.315310058,0.026377836,-2.802760173,0.091954023,0.018023276,0.026377836,2.802760167,0.273775216,0.323369091,0.012796305,-3.875640304,0.059558117,0.018023276,0.012796305,3.245846504,,-5.60552034,-7.121486808
tp,AS4,3,1000,2,899,725,174,651,575,76,0.403225806,0.49002853,0.024312701,-3.570262493,0.096774194,0.00997147,0.024312701,3.570262493,0.441628264,0.49096793,0.015792427,-3.124261165,0.058371736,0.00997147,0.015792427,3.064777006,,-7.140524985,-6.189038171
tp,AS4,3,600,3,3,3,0,432,360,72,0.333333333,0.316088136,0.021844726,0.789444442,0,0.017245198,0.021844726,-0.789444463,0.277777778,0.32502129,0.012458215,-3.792157365,0.055555556,0.017245198,0.012458215,3.075108145,,1.578888905,-6.86726551
tp,AS4,3,400,4,0,0,0,0,0,0,nan,0.232462863,0.015970833,#VALUE!,nan,0.017537137,0.015970833,#VALUE!,nan,0.235356553,0.017633731,#VALUE!,nan,0.017537137,0.017633731,#VALUE!,,#VALUE!,#VALUE!
tp,AS4,3,300,4,0,0,0,0,0,0,nan,0.232670234,0.00795279,#VALUE!,nan,0.017329766,0.00795279,#VALUE!,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,#VALUE!,#VALUE!
tp,AS4,3,200,4,0,0,0,0,0,0,nan,0.222136936,0.018191821,#VALUE!,nan,0.027863064,0.018191821,#VALUE!,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,#VALUE!,#VALUE!
mb,AA4,1,800,3,694,598,96,576,576,0,0.287223823,0.319251574,0.020895117,-1.532786384,0.04610951,0.01408176,0.020895117,1.532786376,0.333333333,0.331298397,0.001562822,1.30209082,0,0.01408176,0.001562822,-9.010470413,,-3.065572761,10.31256123
mb,AA4,1,1000,2,577,576,1,576,576,0,0.499133449,0.49932467,0.001013239,-0.188722607,0.000866551,0.00067533,0.001013239,0.188722607,0.5,0.49935121,0.000924659,0.701653611,0,0.00067533,0.000924659,-0.730355475,,-0.377445214,1.432009086
mb,AA4,1,600,3,442,423,19,576,576,0,0.319004525,0.322724036,0.013569623,-0.27410573,0.014328808,0.010609297,0.013569623,0.274105705,0.333333333,0.331633166,0.001395258,1.21853222,0,0.010609297,0.001395258,-7.603826155,,-0.548211435,8.822358375
mb,AA4,1,400,4,27,26,1,293,292,1,0.240740741,0.239128891,0.010226602,0.157613474,0.009259259,0.010871109,0.010226602,-0.157613474,0.249146758,0.244313304,0.007402995,0.652905248,0.000853242,0.010871109,0.007402995,-1.353218127,,0.315226947,2.006123375
mb,AA4,1,300,4,0,0,0,0,0,0,nan,0.234246775,0.010382578,#VALUE!,nan,0.015753225,0.010382578,#VALUE!,nan,,,#VALUE!,nan,0.015753225,,#VALUE!,,#VALUE!,#VALUE!
mb,AA4,1,200,4,0,0,0,0,0,0,nan,0.220175594,0.007131577,#VALUE!,nan,0.029824406,0.007131577,#VALUE!,nan,,,#VALUE!,nan,0.029824406,,#VALUE!,,#VALUE!,#VALUE!
mb,AA4,2,800,3,676,575,101,583,576,7,0.283530572,0.314210314,0.027202076,-1.12784561,0.049802761,0.019123019,0.027202076,1.127845603,0.329331046,0.324009237,0.009698433,0.548728718,0.004002287,0.019123019,0.009698433,-1.559090178,,-2.255691213,2.107818896
mb,AA4,2,1000,2,577,576,1,576,576,0,0.499133449,0.48792786,0.02854483,0.392561067,0.000866551,0.01207214,0.02854483,-0.392561067,0.5,0.49408504,0.008466899,0.698598149,0,0.01207214,0.008466899,-1.425804187,,0.785122134,2.124402336
mb,AA4,2,600,3,463,426,37,578,576,2,0.306695464,0.316474979,0.018664497,-0.523963498,0.026637869,0.016858354,0.018664497,0.523963487,0.332179931,0.324727854,0.01131159,0.658800186,0.001153403,0.016858354,0.01131159,-1.388394705,,-1.047926985,2.047194891
mb,AA4,2,400,4,18,17,1,281,276,5,0.236111111,0.228754538,0.01783754,0.412420839,0.013888889,0.021245462,0.01783754,-0.412420839,0.245551601,0.238310867,0.007644151,0.947225334,0.004448399,0.021245462,0.007644151,-2.197374525,,0.824841677,3.144599859
mb,AA4,2,300,4,0,0,0,0,0,0,nan,0.238958255,0.005894483,#VALUE!,nan,0.011041745,0.005894483,#VALUE!,nan,,,#VALUE!,nan,0.011041745,,#VALUE!,,#VALUE!,#VALUE!
mb,AA4,2,200,4,0,0,0,0,0,0,nan,0.224669657,0.010383513,#VALUE!,nan,0.025330343,0.010383513,#VALUE!,nan,,,#VALUE!,nan,0.025330343,,#VALUE!,,#VALUE!,#VALUE!
mb,AA4,3,800,3,621,576,45,582,576,6,0.309178744,0.315310058,0.026377836,-0.232441878,0.024154589,0.018023276,0.026377836,0.232441864,0.329896907,0.323369091,0.012796305,0.510132886,0.003436426,0.018023276,0.012796305,-1.139926713,,-0.464883742,1.650059598
mb,AA4,3,1000,2,576,576,0,576,576,0,0.5,0.49002853,0.024312701,0.410134182,0,0.00997147,0.024312701,-0.410134182,0.5,0.49096793,0.015792427,0.571924167,0,0.00997147,0.015792427,-0.631408326,,0.820268365,1.203332493
mb,AA4,3,600,3,545,505,40,580,576,4,0.308868502,0.316088136,0.021844726,-0.330497806,0.024464832,0.017245198,0.021844726,0.330497831,0.331034483,0.32502129,0.012458215,0.482668926,0.002298851,0.017245198,0.012458215,-1.199718146,,-0.660995637,1.682387072
mb,AA4,3,400,4,17,17,0,278,272,6,0.25,0.232462863,0.015970833,1.098072745,0,0.017537137,0.015970833,-1.098072745,0.244604317,0.235356553,0.017633731,0.524436032,0.005395683,0.017537137,0.017633731,-0.688535701,,2.196145489,1.212971733
mb,AA4,3,300,4,0,0,0,0,0,0,nan,0.232670234,0.00795279,#VALUE!,nan,0.017329766,0.00795279,#VALUE!,nan,,,#VALUE!,nan,0.017329766,,#VALUE!,,#VALUE!,#VALUE!
mb,AA4,3,200,4,0,0,0,0,0,0,nan,0.222136936,0.018191821,#VALUE!,nan,0.027863064,0.018191821,#VALUE!,nan,,,#VALUE!,nan,0.027863064,,#VALUE!,,#VALUE!,#VALUE!
jz,ASW1,1,800,3,586,574,12,581,576,5,0.326507395,0.319251574,0.020895117,0.347249624,0.006825939,0.01408176,0.020895117,-0.3472496,0.330464716,0.331298397,0.001562822,-0.533445729,0.002868617,0.01408176,0.001562822,-7.174933606,,0.694499224,6.641487877
jz,ASW1,1,1000,2,576,576,0,577,576,1,0.5,0.49932467,0.001013239,0.666506244,0,0.00067533,0.001013239,-0.666506244,0.499133449,0.49935121,0.000924659,-0.235503512,0.000866551,0.00067533,0.000924659,0.206801647,,1.333012488,-0.442305159
jz,ASW1,1,600,3,553,546,7,579,576,3,0.329113924,0.322724036,0.013569623,0.470896475,0.004219409,0.010609297,0.013569623,-0.470896502,0.331606218,0.331633166,0.001395258,-0.01931428,0.001727116,0.010609297,0.001395258,-6.365978834,,0.941792976,6.346664554
