Difficulty,SA[seconds] dart location,hit,SA[seconds] dartboard hit,gapAngle[degrees],distance[m],dichoptic errors,head Hor Mean,head Hor SD,head Ver Mean,head Ver SD,head Z Mean,head Z SD
1,97.3444097901769,True,68.8082603867222,4.36628591653568,1.49790322780609,0,-0.0016005823854357,0.0111183773913281,-0.00405771797522902,0.00580304992607352,0.00413621263578534,0.00424365614034917
1,116.371065620653,True,17.9378719065851,3.13446063610971,1.5069727897644,0,0.0059132413007319,0.0116273515976294,-0.00354409124702215,0.00745006339637752,0.00562735041603446,0.00617178468546315
1,21.1172062006511,True,78.6582653071642,3.91088120059454,1.50856840610504,0,0.0276450645178556,0.0160709118513383,0.00365123408846557,0.0190302979889591,0.00805995799601078,0.0248080743691313
1,170.710400484356,True,108.720871400181,4.78536950035281,1.50243234634399,0,0.0385478660464287,0.0183781728027852,0.00628875242546201,0.0054299623079377,0.0639221370220184,0.00621510783678088
1,182.544680566328,True,351.994427757248,3.27234713338333,1.50056719779968,0,0.0431041158735752,0.0242293022771136,0.00886338111013174,0.0063743466054575,0.0650378093123436,0.0132895993375876
1,189.14003580005,True,239.177809118048,4.63915330975924,1.49821805953979,0,0.0486372262239456,0.0276758400955568,-0.00182031432632357,0.00526075717604624,0.0764588043093681,0.0134280898234358
1,283.280990865764,True,279.980810814095,4.23954658223307,1.49471390247345,0,0.0436278060078621,0.0115319709086905,0.00272129173390567,0.00235224852848849,0.0854380130767822,0.00437885551802933
1,268.658378849583,True,153.170716798183,4.0253214481871,1.50553238391876,0,0.0492227151989937,0.0208705879654566,0.00430276757106185,0.00405271495811747,0.0747903734445572,0.00577233241606619
1,167.45776544742,True,199.478781407006,4.54971879149418,1.49102604389191,0,0.0488531403243542,0.0204707714264436,0.00559394247829914,0.00337391305578521,0.0759518072009087,0.00419315520939651
1,231.694027733978,True,22.5035668988622,4.06465194681734,1.49879741668701,0,0.0574379451572895,0.0200919529867469,0.0286180637776852,0.00720851171174495,0.070537656545639,0.0199874022026208
1,81.0802582347141,True,73.9094987364988,2.99275496695641,1.50788426399231,0,0.0358758084475994,0.0148640254669077,0.0389580056071281,0.00200288163067454,0.0473945289850235,0.00515987958617209
1,154.246891853894,True,189.795149250253,4.75137039004755,1.4937995672226,0,0.0370044186711311,0.0040526110746312,0.0392404086887836,0.00184553380716202,0.0560601279139519,0.00255255028847877
1,155.187718819476,True,15.5780351621912,4.60757638637569,1.49696576595306,0,0.0320164300501347,0.0152466618587341,0.0306752566248178,0.00418834600810766,0.06266900151968,0.00339551993019788
1,196.954418604668,True,175.91878088542,4.12485542417648,1.50445592403412,0,0.0310162845999002,0.00890238382169313,0.0281925611197948,0.00217575233658697,0.0650761872529984,0.00434752727743907
1,261.43880791009,True,88.923477677671,4.51518061137878,1.49106001853943,0,0.0271258447319269,0.0104580481068134,0.0260860994458199,0.00383606357669386,0.066526435315609,0.00563873880258464
1,185.381704153799,True,78.7314677739276,3.11182529608461,1.50089621543884,0,0.0260984972119331,0.011651477616634,0.0266713816672564,0.00236515152677415,0.069036528468132,0.00208949684177734
1,220.257687463716,True,128.636646434082,4.75155584729143,1.49445807933807,0,0.0192835386842489,0.0086841460046828,0.0223041716963053,0.00258841227708384,0.0707168355584145,0.00288583272324563
1,214.490170908151,True,63.0008761219132,4.05631742395337,1.49557960033417,0,0.0285385623574257,0.00732809836024115,0.0280237253755331,0.002158225478796,0.0698171406984329,0.00360574027790802
1,204.920192460617,True,181.277493748679,3.29382206821693,1.50115835666656,0,0.0374278090894222,0.0115635415248838,0.0331644266843796,0.00443452201647969,0.06352199614048,0.00600418010584765
1,194.480332529361,True,96.3320386414453,3.22290221298703,1.49159467220306,0,0.0328626558184624,0.00155936820489309,0.0299804173409939,0.00145297669831986,0.0693794041872025,0.000966017371292483
1,274.349068847534,True,69.3193991360185,4.3173604706805,1.50747799873352,0,0.0493974052369595,0.0137621455716617,0.0310637801885605,0.00309001946851822,0.0659000277519226,0.00632673798584373
1,254.611027707724,True,66.1648015257645,3.73746336418353,1.54052376747131,0,0.0429186932742596,0.0226857139233034,0.0277161914855242,0.00629171542845387,0.0673583075404167,0.00874551342302383
