Difficulty,SA[seconds] dart location,hit,SA[seconds] dartboard hit,gapAngle[degrees],distance[m],dichoptic errors,head Hor Mean,head Hor SD,head Ver Mean,head Ver SD,head Z Mean,head Z SD
1,91.0760325893508,True,493.904023292111,3.99635992942004,1.50661742687225,0,0.00433699693530798,0.00971042536110734,-0.000992719549685717,0.00160246819545013,0.00117305002640933,0.00194117352518774
1,38.1925337866391,True,521.567068468056,4.65169865416293,1.50796914100647,0,0.00309229944832623,0.00875165401203376,-0.00409931736066937,0.00102182130165061,0.00761631270870566,0.00307526998984872
1,99.9633432003546,True,578.880705718678,4.38012895604081,1.50780844688416,0,-0.0141210574656725,0.00778392830516962,-0.00480951927602291,0.00178348655059148,0.00445154262706637,0.000934099862568528
1,160.216572870092,True,7.93018329854648,4.17684418425432,1.50153195858002,0,-0.00934870541095734,0.0119958058568987,-0.0327916592359543,0.0188211512670507,0.0215862356126308,0.0130865787538845
1,103.66728098575,True,150.90407985376,3.39744461665897,1.49680435657501,0,-0.00696990825235844,0.0153741002558045,-0.0227814186364412,0.011972668488063,0.0141693446785212,0.0104461002360185
1,23.3932556820481,True,191.614522265039,4.3909679182608,1.49437344074249,0,-0.0190868098288774,0.013990797454,-0.0277306530624628,0.0134104318353634,0.0169260650873184,0.0104895995456751
1,71.6948191453976,True,274.55382347698,3.96372741134875,1.50279581546783,0,-0.0035424439702183,0.00718758603106824,-0.0153050664812326,0.00230219837252614,0.00495170289650559,0.0043031179793662
1,142.244523143938,True,363.728497770745,4.94065472410054,1.49359834194183,0,0.0043735709041357,0.000404631218733447,-0.00601041177287698,0.000626666395753266,0.000962586025707424,0.000491979270957963
1,31.1242548482543,True,173.159174847616,4.62721370930092,1.5091518163681,0,0.0025083445943892,0.00658604889623419,-0.0102808168157935,0.00183713278351937,0.000458630849607289,0.00269268322430527
1,53.7607431552402,True,665.734128528481,3.97456275397001,1.50899636745453,0,-0.00374428392387927,0.00601299717902099,-0.0134163526818156,0.00175390701238797,0.00296181393787265,0.00303864009019269
1,139.165376781625,True,311.541166198567,3.93400328978006,1.49350953102112,0,-0.00538410013541579,0.00737018564503103,-0.00250150868669152,0.00102763836756532,-0.00221756170503795,0.000984948300679172
1,31.3080436395365,True,627.588141017108,4.23025419052843,1.49790585041046,0,0.0337501689791679,0.0230748789934752,-0.00680763786658645,0.0034734721616345,0.0133637823164463,0.00658760307114941
1,151.449518606527,True,275.218370431971,4.67480822362918,1.50203454494476,0,0.0140680689364672,0.0108606556204259,-0.00741571187973022,0.002991956955915,0.00744847813621163,0.00180598784131376
1,86.2400115956031,True,281.44420999964,2.92992383611235,1.50564062595367,0,0.0143448607996106,0.00833889296111868,-0.00382492691278458,0.00305000565469161,0.00960420910269022,0.0039277087439804
1,37.1357408208426,True,24.0895882375511,4.54940493918923,1.50804018974304,0,0.0265787020325661,0.0158945660422338,-0.00493541266769171,0.00545838196391113,0.0130677632987499,0.00610096347484073
1,16.6367612428155,True,255.816888834961,4.66470552891255,1.50334048271179,0,0.0186122693121433,0.0124297883708619,-0.00934661645442247,0.00164940320586122,0.0176187176257372,0.00128453317128718
1,61.9716556208103,True,261.442066066924,4.40760511087685,1.49091804027557,0,0.00884575769305229,0.00784482427879038,-0.0129040759056807,0.00332741765408363,0.0198825094848871,0.004385077800295
