Difficulty,SA[seconds] dart location,hit,SA[seconds] dartboard hit,gapAngle[degrees],distance[m],dichoptic errors,head Hor Mean,head Hor SD,head Ver Mean,head Ver SD,head Z Mean,head Z SD
1,64.9977078519904,True,258.531998389424,3.88930173574526,1.49718105792999,0,0.0374549441039562,0.0208770090582319,0.000255491439020261,0.00262097170097669,0.0200573205947876,0.0109331578195635
1,54.6601043282607,True,50.6467306038876,4.91968271104164,1.49919140338898,0,0.0256559923291206,0.0157904844765338,3.5760134778684E-05,0.00346511466881594,0.0215613022446632,0.00849010762557473
1,20.4277386318504,True,121.98762359356,3.26290781161394,1.49220359325409,0,0.0344543978571892,0.0242060701329258,0.0023924249690026,0.00389065079785146,0.0242144893854856,0.00690141970154913
1,25.7942424058663,True,294.280161857369,4.39956167458746,1.49706411361694,0,0.0271536465734243,0.0209694707430503,0.00648648478090763,0.00223475643989732,0.0206883512437344,0.00973800974391172
1,65.0436310743571,True,132.337197164561,4.30568227312689,1.4929107427597,0,0.0164626743644476,0.0175357308924125,0.00247844331897795,0.00625826543108638,0.027814544737339,0.00898318095332477
1,18.9976173516809,True,301.591845620165,4.74290895475671,1.49807596206665,0,0.026361770927906,0.0251887194076865,-0.00128848769236356,0.00360821549607568,0.0324088856577873,0.0102471972601857
1,42.5428054258517,True,565.065898934081,4.35802546886446,1.50425338745117,0,0.029890825971961,0.0284638943142755,0.00218771933577955,0.0034963974879067,0.0278091579675674,0.020605200573253
1,39.5566830697015,True,7.6791215100397,4.3401181246112,1.50398445129395,0,0.017469946295023,0.0118926115908989,0.00697015505284071,0.00466977366323001,0.0305323712527752,0.0160749728365448
1,24.017742770454,True,387.154569028633,4.10223341961796,1.50312745571136,0,0.0280684400349855,0.0233285514954095,0.00828079972416162,0.0024422641822646,0.0259568579494953,0.00946912474806175
1,20.125688544767,True,46.363844754542,3.99335753749672,1.50371706485748,0,0.0319672673940659,0.0220454946443942,0.00258811167441309,0.00286620740070087,0.0221955198794603,0.00738836722974856
1,27.8052761585513,True,66.7859987796917,4.11905979956522,1.50390768051147,0,0.00520181376487017,0.014430588684441,0.0206802431493998,0.00268386155602835,0.0242569595575333,0.0074324815373126
1,2.6509696302874,True,42.3331561807309,3.96386068732671,1.50534439086914,0,0.0436753109097481,0.0286353686724528,0.0180111359804869,0.00578465001574246,0.0166463740170002,0.0129830007059939
1,77.5317880045797,True,375.371566611226,4.83413593016729,1.50899982452393,0,0.0300448574125767,0.0170062998618998,0.0184477269649506,0.00257018821896272,0.0419358238577843,0.0106410681276837
1,57.5572826938284,True,196.760996287523,3.16669878508417,1.50694537162781,0,0.0407926887273788,0.0206238157212807,0.0201175026595593,0.00203934852098902,0.0356994643807411,0.0103763353761271
1,124.808279502497,True,375.318713026022,3.4907478247382,1.50142562389374,0,0.0322790145874023,0.0199473239338369,0.0229483302682638,0.00109750059935682,0.0353804603219032,0.00626673452114903
1,120.563749714949,True,408.286064696756,3.81041938519704,1.50573098659515,0,0.0299794524908066,0.0195935643684233,0.0277681183069944,0.00355027458529961,0.0354024767875671,0.00937034765101088
1,51.9060005377797,True,267.149443112029,4.59715425050249,1.49485921859741,0,0.0327869988977909,0.00815210026765923,0.0293622314929962,0.00152850128915393,0.0369210913777351,0.00329043228877553
