Difficulty,SA[seconds] dart location,hit,SA[seconds] dartboard hit,gapAngle[degrees],distance[m],dichoptic errors,head Hor Mean,head Hor SD,head Ver Mean,head Ver SD,head Z Mean,head Z SD
1,1.25922861544414,True,399.01403152971,4.14912094745298,1.50392389297485,0,0.0206803884357214,0.007903221281931,-0.00532746268436313,0.00323028603473169,0.00406462559476495,0.00652609711102651
1,35.0570715599631,True,183.477540012508,3.77522098705072,1.49522519111633,0,0.00931982230395079,0.0106681541283605,-0.00873314682394266,0.00172072266312483,0.000229695317102596,0.00263615865926017
1,47.2592776760547,True,7.38290929496533,3.31841258685059,1.49974250793457,0,0.0182879269123077,0.00769879158355453,-0.00985449273139238,0.00247196063923619,0.000438666756963357,0.0026015462260703
1,176.214695405773,True,353.228299425275,3.80917716452125,1.49933767318726,0,0.00446649128571153,0.00794251548136587,-0.00967667065560818,0.00232234136922462,0.00242231716401875,0.00334189078083437
1,179.038046828447,True,244.130621003085,4.90825713190436,1.50428140163422,0,0.00684571079909801,0.008101636980637,-0.00930593255907297,0.001330179464154,-0.00044529591104947,0.00175753285335268
1,112.979533866922,True,69.825430491172,4.92086638254492,1.49627590179443,0,0.00648858584463596,0.00653180966974728,-0.0101684480905533,0.00093663986936737,-0.00201549450866878,0.00125902769525139
1,175.628957646013,True,418.15870105382,3.27516814714836,1.49373865127563,0,0.00171597115695477,0.00101939482710521,-0.00901896599680185,0.00121897615668506,-0.00223304214887321,0.000802638882630258
1,54.0236191212074,True,4.3860652261364,4.88366394683499,1.49513506889343,0,0.00228623137809336,0.0051363173367881,-0.0105675691738725,0.0015254050750136,-0.00261399545706809,0.00247840361892786
1,176.765094449032,True,512.155948141598,3.24634953010066,1.49549317359924,0,-0.00525752268731594,0.00136289241813792,-0.0115799065679312,0.00203747186388052,-0.0031548619735986,0.00250357569716917
1,73.8783650879797,True,3.44938112517376,3.5931269871732,1.4977947473526,0,-0.00458612898364663,0.00419134784389314,-0.0123524786904454,0.00123524735135379,-0.0036952537484467,0.00218345244366886
1,78.5656672412928,True,133.003482174528,4.29775954007297,1.50208377838135,0,-0.0150818908587098,0.00774024600885376,-0.0168581791222095,0.00206156579289214,0.000358522578608245,0.00263707706881129
1,71.4637660160469,True,58.1579137839254,4.95574294895123,1.49737429618835,0,-0.00626525236293674,0.00727051415742593,-0.0144372191280127,0.00173271911061856,-0.00283481949009001,0.00249778730400874
1,190.342972674836,True,176.13811883887,4.29429509803687,1.49085986614227,0,-0.00139463855884969,0.00480224411038642,-0.011521372012794,0.00225563049756387,-0.00681656692177057,0.00213320965703841
1,224.429684507019,True,241.473807549839,4.50404173906731,1.49164724349976,0,-0.0216266233474016,0.0209636680257789,-0.0139716416597366,0.00504634446793069,-0.00773646170273423,0.00256127465564818
1,79.5774974541083,True,343.762764352376,4.09532342988981,1.50127971172333,0,-0.00671671191230416,0.00754912620440933,-0.0116000976413488,0.00197515435747434,-0.00945896655321121,0.00331817532593621
1,293.600640054524,True,23.7804171338288,3.08908731991094,1.49589312076569,0,-0.0226255934685469,0.0125993385529889,-0.0112921949476004,0.0022245622747419,-0.00436432240530849,0.00284075906935405
1,71.8905480441509,True,85.8650535063368,4.39050542638071,1.49318134784698,0,-0.016224317252636,0.00557011801795564,-0.0110916383564472,0.00161373699857421,-0.00701187364757061,0.00380832264341901
1,68.5120690997615,True,216.008750893926,4.66612852915549,1.49596750736237,0,-0.0232316330075264,0.00510957691218078,-0.0102835027500987,0.00218865028124733,-0.00632485840469599,0.00355096151146438
1,88.5017900011214,True,302.011861826979,4.66242799789668,1.49897241592407,0,-0.0208817478269339,0.00597692511390078,-0.0106650535017252,0.00264950346347715,-0.00676164776086807,0.00499742444618776
1,227.339562898447,True,251.905190898997,4.88341597481195,1.49113368988037,0,-0.0252337865531445,0.00425874060143765,-0.0110588520765305,0.00529397778296854,-0.00889633968472481,0.00455963670830304
1,69.1755699731425,True,188.105234485633,4.70955434696914,1.50069105625153,0,-0.0264151245355606,0.00715070999948034,-0.0152030782774091,0.001672728947984,-0.00919213052839041,0.00351623834237542
1,70.0978318333494,True,109.034749333427,3.94981242110969,1.55699265003204,0,-0.0159023702144623,0.00824216387230732,-0.0148161491379142,0.000910769514048381,-0.00776817975565791,0.00203971768546588
1,134.990904610891,True,245.569191300926,4.32869890848802,1.5177663564682,0,-0.0213587023317814,0.00990031536329255,-0.00900763086974621,0.00102588517821433,-0.0113155981525779,0.00128407441811743
1,72.5049768481484,True,55.352578679225,4.78341247336631,1.46618676185608,0,-0.0241005159914494,0.00455008148213977,-0.0138458088040352,0.00147728997752292,-0.00604276638478041,0.00270987945488484
1,145.94663008567,True,240.641258721019,4.27466375654993,1.46751046180725,0,-0.0630742460489273,0.0293505615369736,-0.0062011587433517,0.00525769175953815,-0.0150155480951071,0.00588156177691259
1,116.446329727314,True,93.3957284581491,3.68176440023463,1.55513143539429,0,-0.0147532131522894,0.0194061706200344,-0.00298053491860628,0.00418418125365342,-0.0136342765763402,0.00496514546228289
1,97.2541974269698,True,136.827996247604,4.74363978687535,1.55439341068268,0,-0.00833802949637175,0.00483131814188219,-0.00466700736433268,0.00164500348277193,-0.0191908422857523,0.00315904677982831
1,203.358462580478,True,58.6693975629329,3.56562569204217,1.53479182720184,0,-0.0166520401835442,0.00835938576122733,-0.00604433007538319,0.00116170751583418,-0.0167303532361984,0.000830909350179157
1,263.619376507969,True,526.188367378877,3.17919414148323,1.43930423259735,0,-0.011909905821085,0.0105419638302954,-0.0021879798732698,0.000464936432484123,-0.0198235288262367,0.000916665646862126
1,198.845321482032,True,456.658145606821,3.8565933595022,1.49711978435516,0,-0.0186124686151743,0.00660092431607157,0.00106115301605314,0.00734431490744383,-0.020949088037014,0.00527066851864908
1,306.165989366225,True,206.555271943049,4.62169958308163,1.43377768993378,0,-0.0179166197776794,0.00262527825502571,-0.00254496070556343,0.00244708305541675,-0.018978051841259,0.00215315392592327
1,328.110781958971,True,198.89155815685,3.70509654816273,1.50444221496582,0,-0.0221381206065416,0.00112635290145832,-0.00197292910888791,0.000630504679810281,-0.0181782692670822,0.000548991134284907
1,363.763015004225,True,106.03454952831,4.72505493945002,1.46028697490692,0,-0.016417009755969,0.00539979451046978,-0.00137190101668239,0.000622449812225048,-0.0204048231244087,0.00221970299467917
1,134.810727779041,True,699.194511045788,3.38406135230749,1.49357080459595,0,-0.0207644551992416,0.00417403267579217,-0.0017780598718673,0.00419936692015497,-0.0193812306970358,0.00326095408877342
1,145.335635048676,True,354.040280173089,3.32270544635054,1.53145909309387,0,-0.0205142889171839,0.00443998176069216,-8.76438716659322E-05,0.00400364640193753,-0.0205201245844364,0.00395800587534819
