subject,difficulty,run,saMedian,saSEM
ll,1,0,239.77473429218497,25.946300467147125
ll,1,1,237.84921147691603,14.741382144595446
ll,1,2,171.442039198747,12.38323266524302
ll,1,3,189.05624891288198,14.258614245362393
ll,1,4,168.856391077266,9.862624472871541
ll,1,5,171.446390516441,10.554401387534698
ll,1,6,167.710055084143,11.982263283565922
ll,1,7,161.003910641867,10.399108579581089
ll,1,8,140.595244542721,11.041240717139349
ll,1,9,155.085283825553,13.859021866626527
ll,1,10,167.557559466216,12.455201617501466
ll,1,11,160.8586493921735,13.688857904486033
ll,1,12,187.62332608211003,13.478929461503236
ll,1,13,175.951957260906,12.554455704543207
ll,1,14,152.9137994298415,11.642606456814688
ll,1,15,162.063704252954,12.774870046705809
ll,1,16,173.850753853671,11.684830625779922
ll,1,17,151.67796261948098,12.454239520157175
ll,1,18,140.071426687624,18.001377261796048
ll,1,19,162.762159716985,11.480070644979625
ll,1,20,183.101588678437,14.963358109994536
ll,1,21,199.548000358271,16.429594725214923
ll,1,22,166.70803226484801,13.672746908650574
ll,1,23,176.4386255291495,15.986049934773849
ll,1,24,158.254199521404,10.777881653268572
ll,1,25,170.7169331874765,13.799662025475383
ll,1,26,201.3683805639675,15.205718019208597
ll,1,27,193.634276556871,15.433487184664234
ll,1,28,211.67241277725,13.754169194251395
ll,1,29,194.528785985188,11.789203229201378
ll,1,30,160.0684772866425,15.426443493981358
ll,2,0,262.787095800982,27.02751435127062
ll,2,1,212.82091160008798,16.87050899973008
ll,2,2,204.4476785141975,11.633942620281458
ll,2,3,156.078847896187,12.994712962318356
ll,2,4,187.42476929386652,15.41953691295158
ll,2,5,168.74747356908702,13.99353716573661
ll,2,6,158.48588719562798,14.228656615727225
ll,2,7,194.524502329347,12.898097411200872
ll,2,8,134.351084437702,11.306914248575305
ll,2,9,173.573839096794,19.30550110175662
ll,2,10,185.5206984870175,15.062987545087807
ll,2,11,196.764121273272,16.661364361724175
ll,2,12,172.070878328795,17.390019049296864
ll,2,13,213.81529876167798,14.551945730382906
ll,2,14,157.890880090027,16.710730948438442
ll,2,15,188.07249152587798,12.820776021149433
ll,2,16,208.36196008591298,13.238327566032742
ll,2,17,193.910669179178,14.512073236913647
ll,2,18,159.153391749679,13.686847573558024
ll,2,19,152.742492371833,13.265651191193033
ll,2,20,177.30200055907,16.279161113342465
ll,2,21,201.75411025920448,17.437769787009817
ll,2,22,221.10230961893902,16.847048976853756
ll,2,23,156.93223406403,13.432721259460882
ll,2,24,211.21062347614355,14.59286146355349
ll,2,25,172.6275516950535,14.02440821972733
ll,2,26,184.15175986396102,13.139037323251525
ll,2,27,151.859240516344,14.382276636327779
ll,2,28,206.740101983432,12.705507143377789
ll,2,29,171.195282161695,13.364732218616423
ll,2,30,179.84763599931648,28.238541074462667
ll,3,0,268.145238883027,27.055645075274025
ll,3,1,242.486213356473,15.698090197271277
ll,3,2,188.77166373489547,11.954522222616216
ll,3,3,186.23900325444947,16.79265975946702
ll,3,4,154.463918321053,12.612319228819084
ll,3,5,209.02828617034302,16.53505418247621
ll,3,6,220.78901943722752,17.228339527932093
ll,3,7,178.94159157988602,15.768172695414606
ll,3,8,180.79560325307153,13.976996210503167
ll,3,9,148.4282468804065,15.73327633180125
ll,3,10,155.487750016686,15.74106273298435
ll,3,11,175.88493846134497,13.644197863321866
ll,3,12,170.70920434613748,14.270023475976886
ll,3,13,189.881288237907,16.060530153869415
ll,3,14,181.42535134522203,13.772113805850392
ll,3,15,198.555651227954,12.92709844274023
ll,3,16,154.134876659802,11.227715132156687
ll,3,17,222.3055299944645,18.038473271498777
ll,3,18,210.045393512441,13.324546670013307
ll,3,19,195.33787019721,18.16156264851582
ll,3,20,177.199941889708,17.371362859457168
ll,3,21,243.85000030818497,14.289036075967681
ll,3,22,227.221972424141,15.681110382342343
ll,3,23,208.85218412466298,13.889373000926717
ll,3,24,182.25283857568598,11.935665257115721
ll,3,25,169.841018792174,20.68565611376654
ll,3,26,207.92779606296003,17.43381603074196
ll,3,27,186.41916438058752,17.100449129696408
ll,3,28,185.19484788533904,13.882251417559749
ll,3,29,209.35679169013497,15.66940782672515
ll,3,30,144.416284831112,26.3912151860337
