subject,difficulty,condition,date,sa,probabilityCorrect
AA4,3,anisometropia,2017-07-07_12-00-41-PM.csv,400,0.9714285714285714
AA4,1,anisometropia,2017-07-08_11-17-03-AM.csv,1000,1.0
AA4,2,anisometropia,2017-07-08_11-17-03-AM.csv,1000,1.0
AA4,3,anisometropia,2017-07-08_11-17-03-AM.csv,1000,1.0
AA4,1,anisometropia,2017-07-08_11-17-03-AM.csv,800,1.0
AA4,2,anisometropia,2017-07-08_11-17-03-AM.csv,800,0.9795918367346939
AA4,3,anisometropia,2017-07-08_11-17-03-AM.csv,800,0.9896907216494846
AA4,1,anisometropia,2017-07-08_11-17-03-AM.csv,600,1.0
AA4,2,anisometropia,2017-07-08_11-17-03-AM.csv,600,1.0
AA4,3,anisometropia,2017-07-08_11-17-03-AM.csv,600,1.0
AA4,1,anisometropia,2017-07-08_11-17-03-AM.csv,400,1.0
AA4,2,anisometropia,2017-07-08_11-17-03-AM.csv,400,1.0
AA4,3,anisometropia,2017-07-08_11-17-03-AM.csv,400,1.0
AA4,1,anisometropia,2017-07-08_11-44-37-AM.csv,1000,1.0
AA4,2,anisometropia,2017-07-08_11-44-37-AM.csv,1000,1.0
AA4,3,anisometropia,2017-07-08_11-44-37-AM.csv,1000,1.0
AA4,1,anisometropia,2017-07-08_11-44-37-AM.csv,800,1.0
AA4,2,anisometropia,2017-07-08_11-44-37-AM.csv,800,1.0
AA4,3,anisometropia,2017-07-08_11-44-37-AM.csv,800,0.9896907216494846
AA4,1,anisometropia,2017-07-08_11-44-37-AM.csv,600,1.0
AA4,2,anisometropia,2017-07-08_11-44-37-AM.csv,600,1.0
AA4,3,anisometropia,2017-07-08_11-44-37-AM.csv,600,1.0
AA4,1,anisometropia,2017-07-08_11-44-37-AM.csv,400,0.9824561403508771
AA4,2,anisometropia,2017-07-08_11-44-37-AM.csv,400,0.9629629629629629
AA4,3,anisometropia,2017-07-08_11-44-37-AM.csv,400,1.0
AA4,1,anisometropia,2017-07-13_11-48-59-AM.csv,1000,1.0
AA4,2,anisometropia,2017-07-13_11-48-59-AM.csv,1000,1.0
AA4,3,anisometropia,2017-07-13_11-48-59-AM.csv,1000,1.0
AA4,1,anisometropia,2017-07-13_11-48-59-AM.csv,800,1.0
AA4,2,anisometropia,2017-07-13_11-48-59-AM.csv,800,0.96
AA4,3,anisometropia,2017-07-13_11-48-59-AM.csv,800,0.9896907216494846
AA4,1,anisometropia,2017-07-13_11-48-59-AM.csv,600,1.0
AA4,2,anisometropia,2017-07-13_11-48-59-AM.csv,600,1.0
AA4,3,anisometropia,2017-07-13_11-48-59-AM.csv,600,0.9896907216494846
AA4,1,anisometropia,2017-07-13_11-48-59-AM.csv,400,1.0
AA4,2,anisometropia,2017-07-13_11-48-59-AM.csv,400,0.9807692307692307
AA4,3,anisometropia,2017-07-13_11-48-59-AM.csv,400,0.9787234042553191
AA4,1,anisometropia,2017-07-13_12-16-30-PM.csv,1000,1.0
AA4,2,anisometropia,2017-07-13_12-16-30-PM.csv,1000,1.0
AA4,3,anisometropia,2017-07-13_12-16-30-PM.csv,1000,1.0
AA4,1,anisometropia,2017-07-13_12-16-30-PM.csv,800,1.0
AA4,2,anisometropia,2017-07-13_12-16-30-PM.csv,800,1.0
AA4,3,anisometropia,2017-07-13_12-16-30-PM.csv,800,0.9795918367346939
AA4,1,anisometropia,2017-07-13_12-16-30-PM.csv,600,1.0
AA4,2,anisometropia,2017-07-13_12-16-30-PM.csv,600,0.9795918367346939
AA4,3,anisometropia,2017-07-13_12-16-30-PM.csv,600,0.9795918367346939
AA4,1,anisometropia,2017-07-13_12-16-30-PM.csv,400,1.0
AA4,2,anisometropia,2017-07-13_12-16-30-PM.csv,400,0.9777777777777777
AA4,3,anisometropia,2017-07-13_12-16-30-PM.csv,400,0.9183673469387755
N2,1,binocular,2017-02-28_07-01-39-PM.csv,1000,1.0
N2,2,binocular,2017-02-28_07-01-39-PM.csv,1000,0.9896907216494846
N2,3,binocular,2017-02-28_07-01-39-PM.csv,1000,1.0
N2,1,binocular,2017-02-28_07-01-39-PM.csv,800,0.756578947368421
N2,2,binocular,2017-02-28_07-01-39-PM.csv,800,0.9142857142857143
N2,3,binocular,2017-02-28_07-01-39-PM.csv,800,0.9142857142857143
N2,1,binocular,2017-02-28_07-01-39-PM.csv,600,0.9464285714285714
N2,2,binocular,2017-02-28_07-01-39-PM.csv,600,0.9230769230769231
N2,3,binocular,2017-02-28_07-01-39-PM.csv,600,0.9795918367346939
N2,1,binocular,2017-02-28_07-01-39-PM.csv,400,nan
N2,2,binocular,2017-02-28_07-01-39-PM.csv,400,0.8461538461538461
N2,3,binocular,2017-02-28_07-01-39-PM.csv,400,0.9565217391304348
N2,1,binocular,2017-02-28_07-29-22-PM.csv,1000,1.0
N2,2,binocular,2017-02-28_07-29-22-PM.csv,1000,1.0
N2,3,binocular,2017-02-28_07-29-22-PM.csv,1000,0.9896907216494846
N2,1,binocular,2017-02-28_07-29-22-PM.csv,800,0.9896907216494846
N2,2,binocular,2017-02-28_07-29-22-PM.csv,800,0.9230769230769231
N2,3,binocular,2017-02-28_07-29-22-PM.csv,800,0.9056603773584906
N2,1,binocular,2017-02-28_07-29-22-PM.csv,600,0.9696969696969697
N2,2,binocular,2017-02-28_07-29-22-PM.csv,600,0.9056603773584906
N2,3,binocular,2017-02-28_07-29-22-PM.csv,600,0.9090909090909091
N2,1,binocular,2017-02-28_07-29-22-PM.csv,400,0.9459459459459459
N2,2,binocular,2017-02-28_07-29-22-PM.csv,400,0.8
N2,3,binocular,2017-02-28_07-29-22-PM.csv,400,nan
N2,1,binocular,2017-03-02_05-38-02-PM.csv,1000,1.0
N2,2,binocular,2017-03-02_05-38-02-PM.csv,1000,1.0
N2,3,binocular,2017-03-02_05-38-02-PM.csv,1000,0.9896907216494846
N2,1,binocular,2017-03-02_05-38-02-PM.csv,800,1.0
N2,2,binocular,2017-03-02_05-38-02-PM.csv,800,0.96
N2,3,binocular,2017-03-02_05-38-02-PM.csv,800,0.9142857142857143
N2,1,binocular,2017-03-02_05-38-02-PM.csv,600,0.96
N2,2,binocular,2017-03-02_05-38-02-PM.csv,600,0.9320388349514563
N2,3,binocular,2017-03-02_05-38-02-PM.csv,600,0.9411764705882353
N2,1,binocular,2017-03-02_05-38-02-PM.csv,400,0.972972972972973
N2,2,binocular,2017-03-02_05-38-02-PM.csv,400,0.8846153846153846
N2,3,binocular,2017-03-02_05-38-02-PM.csv,400,0.8571428571428571
N2,1,binocular,2017-03-02_06-05-50-PM.csv,1000,1.0
N2,2,binocular,2017-03-02_06-05-50-PM.csv,1000,1.0
N2,3,binocular,2017-03-02_06-05-50-PM.csv,1000,1.0
N2,1,binocular,2017-03-02_06-05-50-PM.csv,800,1.0
N2,2,binocular,2017-03-02_06-05-50-PM.csv,800,0.9795918367346939
N2,3,binocular,2017-03-02_06-05-50-PM.csv,800,0.9696969696969697
N2,1,binocular,2017-03-02_06-05-50-PM.csv,600,0.9504950495049505
N2,2,binocular,2017-03-02_06-05-50-PM.csv,600,0.9795918367346939
N2,3,binocular,2017-03-02_06-05-50-PM.csv,600,0.9696969696969697
N2,1,binocular,2017-03-02_06-05-50-PM.csv,400,0.9210526315789473
N2,2,binocular,2017-03-02_06-05-50-PM.csv,400,0.8461538461538461
N2,3,binocular,2017-03-02_06-05-50-PM.csv,400,0.975
N2,1,binocular,2017-03-09_05-35-30-PM.csv,1000,1.0
N2,2,binocular,2017-03-09_05-35-30-PM.csv,1000,1.0
N2,3,binocular,2017-03-09_05-35-30-PM.csv,1000,1.0
N2,1,binocular,2017-03-09_05-35-30-PM.csv,800,1.0
N2,2,binocular,2017-03-09_05-35-30-PM.csv,800,0.9795918367346939
N2,3,binocular,2017-03-09_05-35-30-PM.csv,800,1.0
N2,1,binocular,2017-03-09_05-35-30-PM.csv,600,1.0
N2,2,binocular,2017-03-09_05-35-30-PM.csv,600,1.0
N2,3,binocular,2017-03-09_05-35-30-PM.csv,600,0.9696969696969697
N2,1,binocular,2017-03-09_05-35-30-PM.csv,400,1.0
N2,2,binocular,2017-03-09_05-35-30-PM.csv,400,0.8863636363636364
N2,3,binocular,2017-03-09_05-35-30-PM.csv,400,0.9534883720930233
N2,1,binocular,2017-03-09_06-03-34-PM.csv,1000,1.0
N2,2,binocular,2017-03-09_06-03-34-PM.csv,1000,1.0
N2,3,binocular,2017-03-09_06-03-34-PM.csv,1000,1.0
N2,1,binocular,2017-03-09_06-03-34-PM.csv,800,0.9795918367346939
N2,2,binocular,2017-03-09_06-03-34-PM.csv,800,0.9896907216494846
N2,3,binocular,2017-03-09_06-03-34-PM.csv,800,0.96
N2,1,binocular,2017-03-09_06-03-34-PM.csv,600,0.9795918367346939
N2,2,binocular,2017-03-09_06-03-34-PM.csv,600,0.9896907216494846
N2,3,binocular,2017-03-09_06-03-34-PM.csv,600,0.9795918367346939
N2,1,binocular,2017-03-09_06-03-34-PM.csv,400,1.0
N2,2,binocular,2017-03-09_06-03-34-PM.csv,400,0.9090909090909091
N2,3,binocular,2017-03-09_06-03-34-PM.csv,400,0.9024390243902439
N2,1,binocular,2017-04-06_02-32-20-PM.csv,1000,1.0
N2,2,binocular,2017-04-06_02-32-20-PM.csv,1000,1.0
N2,3,binocular,2017-04-06_02-32-20-PM.csv,1000,1.0
N2,1,binocular,2017-04-06_02-32-20-PM.csv,800,1.0
N2,2,binocular,2017-04-06_02-32-20-PM.csv,800,0.9896907216494846
N2,3,binocular,2017-04-06_02-32-20-PM.csv,800,0.9696969696969697
N2,1,binocular,2017-04-06_02-32-20-PM.csv,600,1.0
N2,2,binocular,2017-04-06_02-32-20-PM.csv,600,0.9696969696969697
N2,3,binocular,2017-04-06_02-32-20-PM.csv,600,0.96
N2,1,binocular,2017-04-06_02-32-20-PM.csv,400,0.9361702127659575
N2,2,binocular,2017-04-06_02-32-20-PM.csv,400,0.8297872340425532
N2,3,binocular,2017-04-06_02-32-20-PM.csv,400,0.8918918918918919
N2,1,binocular,2017-04-06_02-59-57-PM.csv,1000,1.0
N2,2,binocular,2017-04-06_02-59-57-PM.csv,1000,1.0
N2,3,binocular,2017-04-06_02-59-57-PM.csv,1000,1.0
N2,1,binocular,2017-04-06_02-59-57-PM.csv,800,1.0
N2,2,binocular,2017-04-06_02-59-57-PM.csv,800,0.9896907216494846
N2,3,binocular,2017-04-06_02-59-57-PM.csv,800,0.9795918367346939
N2,1,binocular,2017-04-06_02-59-57-PM.csv,600,1.0
N2,2,binocular,2017-04-06_02-59-57-PM.csv,600,0.9896907216494846
N2,3,binocular,2017-04-06_02-59-57-PM.csv,600,0.9795918367346939
N2,1,binocular,2017-04-06_02-59-57-PM.csv,400,0.9090909090909091
N2,2,binocular,2017-04-06_02-59-57-PM.csv,400,0.8541666666666666
N2,3,binocular,2017-04-06_02-59-57-PM.csv,400,0.9259259259259259
N2,1,binocular,2017-04-10_04-27-10-PM.csv,1000,1.0
N2,2,binocular,2017-04-10_04-27-10-PM.csv,1000,1.0
N2,3,binocular,2017-04-10_04-27-10-PM.csv,1000,0.9795918367346939
N2,1,binocular,2017-04-10_04-27-10-PM.csv,800,1.0
N2,2,binocular,2017-04-10_04-27-10-PM.csv,800,0.9795918367346939
N2,3,binocular,2017-04-10_04-27-10-PM.csv,800,0.9230769230769231
N2,1,binocular,2017-04-10_04-27-10-PM.csv,600,0.9896907216494846
N2,2,binocular,2017-04-10_04-27-10-PM.csv,600,0.9142857142857143
N2,3,binocular,2017-04-10_04-27-10-PM.csv,600,0.9222222222222223
N2,1,binocular,2017-04-10_04-27-10-PM.csv,400,0.9285714285714286
N2,2,binocular,2017-04-10_04-27-10-PM.csv,400,0.8571428571428571
N2,3,binocular,2017-04-10_04-27-10-PM.csv,400,nan
N2,1,binocular,2017-04-10_04-55-00-PM.csv,1000,1.0
N2,2,binocular,2017-04-10_04-55-00-PM.csv,1000,1.0
N2,3,binocular,2017-04-10_04-55-00-PM.csv,1000,1.0
N2,1,binocular,2017-04-10_04-55-00-PM.csv,800,0.9896907216494846
N2,2,binocular,2017-04-10_04-55-00-PM.csv,800,0.96
N2,3,binocular,2017-04-10_04-55-00-PM.csv,800,0.9795918367346939
N2,1,binocular,2017-04-10_04-55-00-PM.csv,600,0.9896907216494846
N2,2,binocular,2017-04-10_04-55-00-PM.csv,600,0.9795918367346939
N2,3,binocular,2017-04-10_04-55-00-PM.csv,600,0.9896907216494846
N2,1,binocular,2017-04-10_04-55-00-PM.csv,400,1.0
N2,2,binocular,2017-04-10_04-55-00-PM.csv,400,0.9375
N2,3,binocular,2017-04-10_04-55-00-PM.csv,400,1.0
N2,1,binocular,2017-05-30_10-29-29-AM.csv,1000,0.9896907216494846
N2,2,binocular,2017-05-30_10-29-29-AM.csv,1000,1.0
N2,3,binocular,2017-05-30_10-29-29-AM.csv,1000,1.0
N2,1,binocular,2017-05-30_10-29-29-AM.csv,800,0.9795918367346939
N2,2,binocular,2017-05-30_10-29-29-AM.csv,800,0.9696969696969697
N2,3,binocular,2017-05-30_10-29-29-AM.csv,800,0.9320388349514563
N2,1,binocular,2017-05-30_10-29-29-AM.csv,600,1.0
N2,2,binocular,2017-05-30_10-29-29-AM.csv,600,0.9795918367346939
N2,3,binocular,2017-05-30_10-29-29-AM.csv,600,0.9795918367346939
N2,1,binocular,2017-05-30_10-29-29-AM.csv,400,1.0
N2,2,binocular,2017-05-30_10-29-29-AM.csv,400,0.9122807017543859
N2,3,binocular,2017-05-30_10-29-29-AM.csv,400,0.9019607843137255
N2,1,binocular,2017-05-30_10-59-22-AM.csv,1000,1.0
N2,2,binocular,2017-05-30_10-59-22-AM.csv,1000,1.0
N2,3,binocular,2017-05-30_10-59-22-AM.csv,1000,1.0
N2,1,binocular,2017-05-30_10-59-22-AM.csv,800,1.0
N2,2,binocular,2017-05-30_10-59-22-AM.csv,800,0.9896907216494846
N2,3,binocular,2017-05-30_10-59-22-AM.csv,800,0.9696969696969697
N2,1,binocular,2017-05-30_10-59-22-AM.csv,600,1.0
N2,2,binocular,2017-05-30_10-59-22-AM.csv,600,0.9696969696969697
N2,3,binocular,2017-05-30_10-59-22-AM.csv,600,0.96
N2,1,binocular,2017-05-30_10-59-22-AM.csv,400,0.9047619047619048
N2,2,binocular,2017-05-30_10-59-22-AM.csv,400,0.8214285714285714
N2,3,binocular,2017-05-30_10-59-22-AM.csv,400,0.9473684210526315
N2,1,binocular,2017-06-06_10-31-19-AM.csv,1000,0.9896907216494846
N2,2,binocular,2017-06-06_10-31-19-AM.csv,1000,1.0
N2,3,binocular,2017-06-06_10-31-19-AM.csv,1000,1.0
N2,1,binocular,2017-06-06_10-31-19-AM.csv,800,0.9696969696969697
N2,2,binocular,2017-06-06_10-31-19-AM.csv,800,0.9795918367346939
N2,3,binocular,2017-06-06_10-31-19-AM.csv,800,0.9896907216494846
N2,1,binocular,2017-06-06_10-31-19-AM.csv,600,0.9795918367346939
N2,2,binocular,2017-06-06_10-31-19-AM.csv,600,0.9896907216494846
N2,3,binocular,2017-06-06_10-31-19-AM.csv,600,0.9795918367346939
N2,1,binocular,2017-06-06_10-31-19-AM.csv,400,1.0
N2,2,binocular,2017-06-06_10-31-19-AM.csv,400,0.8367346938775511
N2,3,binocular,2017-06-06_10-31-19-AM.csv,400,0.9333333333333333
N2,1,binocular,2017-06-06_10-58-51-AM.csv,1000,1.0
N2,2,binocular,2017-06-06_10-58-51-AM.csv,1000,1.0
N2,3,binocular,2017-06-06_10-58-51-AM.csv,1000,1.0
N2,1,binocular,2017-06-06_10-58-51-AM.csv,800,0.9896907216494846
N2,2,binocular,2017-06-06_10-58-51-AM.csv,800,0.96
N2,3,binocular,2017-06-06_10-58-51-AM.csv,800,0.9795918367346939
N2,1,binocular,2017-06-06_10-58-51-AM.csv,600,1.0
N2,2,binocular,2017-06-06_10-58-51-AM.csv,600,0.96
N2,3,binocular,2017-06-06_10-58-51-AM.csv,600,0.9795918367346939
N2,1,binocular,2017-06-06_10-58-51-AM.csv,400,0.9846153846153847
N2,2,binocular,2017-06-06_10-58-51-AM.csv,400,0.9193548387096774
N2,3,binocular,2017-06-06_10-58-51-AM.csv,400,0.9411764705882353
N2,1,binocular,2017-06-07_10-31-02-AM.csv,1000,1.0
N2,2,binocular,2017-06-07_10-31-02-AM.csv,1000,1.0
N2,3,binocular,2017-06-07_10-31-02-AM.csv,1000,1.0
N2,1,binocular,2017-06-07_10-31-02-AM.csv,800,0.9795918367346939
N2,2,binocular,2017-06-07_10-31-02-AM.csv,800,0.9411764705882353
N2,3,binocular,2017-06-07_10-31-02-AM.csv,800,0.96
N2,1,binocular,2017-06-07_10-31-02-AM.csv,600,1.0
N2,2,binocular,2017-06-07_10-31-02-AM.csv,600,0.9896907216494846
N2,3,binocular,2017-06-07_10-31-02-AM.csv,600,0.9696969696969697
N2,1,binocular,2017-06-07_10-31-02-AM.csv,400,0.96
N2,2,binocular,2017-06-07_10-31-02-AM.csv,400,0.9636363636363636
N2,3,binocular,2017-06-07_10-31-02-AM.csv,400,0.8571428571428571
N2,1,binocular,2017-06-07_10-59-20-AM.csv,1000,1.0
N2,2,binocular,2017-06-07_10-59-20-AM.csv,1000,1.0
N2,3,binocular,2017-06-07_10-59-20-AM.csv,1000,1.0
N2,1,binocular,2017-06-07_10-59-20-AM.csv,800,0.9896907216494846
N2,2,binocular,2017-06-07_10-59-20-AM.csv,800,0.9795918367346939
N2,3,binocular,2017-06-07_10-59-20-AM.csv,800,1.0
N2,1,binocular,2017-06-07_10-59-20-AM.csv,600,1.0
N2,2,binocular,2017-06-07_10-59-20-AM.csv,600,0.9896907216494846
N2,3,binocular,2017-06-07_10-59-20-AM.csv,600,0.9896907216494846
N2,1,binocular,2017-06-07_10-59-20-AM.csv,400,1.0
N2,2,binocular,2017-06-07_10-59-20-AM.csv,400,0.9629629629629629
N2,3,binocular,2017-06-07_10-59-20-AM.csv,400,0.9333333333333333
N2,1,binocular,2017-06-13_10-30-42-AM.csv,1000,1.0
N2,2,binocular,2017-06-13_10-30-42-AM.csv,1000,1.0
N2,3,binocular,2017-06-13_10-30-42-AM.csv,1000,1.0
N2,1,binocular,2017-06-13_10-30-42-AM.csv,800,0.9795918367346939
N2,2,binocular,2017-06-13_10-30-42-AM.csv,800,0.9795918367346939
N2,3,binocular,2017-06-13_10-30-42-AM.csv,800,0.9795918367346939
N2,1,binocular,2017-06-13_10-30-42-AM.csv,600,1.0
N2,2,binocular,2017-06-13_10-30-42-AM.csv,600,1.0
N2,3,binocular,2017-06-13_10-30-42-AM.csv,600,1.0
N2,1,binocular,2017-06-13_10-30-42-AM.csv,400,0.9841269841269841
N2,2,binocular,2017-06-13_10-30-42-AM.csv,400,0.9558823529411765
N2,3,binocular,2017-06-13_10-30-42-AM.csv,400,0.9402985074626866
N2,1,binocular,2017-06-13_10-59-55-AM.csv,1000,1.0
N2,2,binocular,2017-06-13_10-59-55-AM.csv,1000,1.0
N2,3,binocular,2017-06-13_10-59-55-AM.csv,1000,1.0
N2,1,binocular,2017-06-13_10-59-55-AM.csv,800,1.0
N2,2,binocular,2017-06-13_10-59-55-AM.csv,800,0.9896907216494846
N2,3,binocular,2017-06-13_10-59-55-AM.csv,800,0.96
N2,1,binocular,2017-06-13_10-59-55-AM.csv,600,0.9896907216494846
N2,2,binocular,2017-06-13_10-59-55-AM.csv,600,0.9896907216494846
N2,3,binocular,2017-06-13_10-59-55-AM.csv,600,1.0
N2,1,binocular,2017-06-13_10-59-55-AM.csv,400,0.9807692307692307
N2,2,binocular,2017-06-13_10-59-55-AM.csv,400,0.9230769230769231
N2,3,binocular,2017-06-13_10-59-55-AM.csv,400,0.8979591836734694
N2,1,binocular,2017-06-14_10-27-32-AM.csv,1000,0.9896907216494846
N2,2,binocular,2017-06-14_10-27-32-AM.csv,1000,0.9896907216494846
N2,3,binocular,2017-06-14_10-27-32-AM.csv,1000,1.0
N2,1,binocular,2017-06-14_10-27-32-AM.csv,800,0.9795918367346939
N2,2,binocular,2017-06-14_10-27-32-AM.csv,800,1.0
N2,3,binocular,2017-06-14_10-27-32-AM.csv,800,0.9795918367346939
N2,1,binocular,2017-06-14_10-27-32-AM.csv,600,0.9896907216494846
N2,2,binocular,2017-06-14_10-27-32-AM.csv,600,0.9896907216494846
N2,3,binocular,2017-06-14_10-27-32-AM.csv,600,0.9896907216494846
N2,1,binocular,2017-06-14_10-27-32-AM.csv,400,0.9444444444444444
N2,2,binocular,2017-06-14_10-27-32-AM.csv,400,0.9811320754716981
N2,3,binocular,2017-06-14_10-27-32-AM.csv,400,1.0
N2,1,binocular,2017-06-14_10-55-41-AM.csv,1000,1.0
N2,2,binocular,2017-06-14_10-55-41-AM.csv,1000,1.0
N2,3,binocular,2017-06-14_10-55-41-AM.csv,1000,1.0
N2,1,binocular,2017-06-14_10-55-41-AM.csv,800,0.9896907216494846
N2,2,binocular,2017-06-14_10-55-41-AM.csv,800,1.0
N2,3,binocular,2017-06-14_10-55-41-AM.csv,800,1.0
N2,1,binocular,2017-06-14_10-55-41-AM.csv,600,1.0
N2,2,binocular,2017-06-14_10-55-41-AM.csv,600,0.9896907216494846
N2,3,binocular,2017-06-14_10-55-41-AM.csv,600,0.9896907216494846
N2,1,binocular,2017-06-14_10-55-41-AM.csv,400,0.9555555555555556
N2,2,binocular,2017-06-14_10-55-41-AM.csv,400,0.9230769230769231
N2,3,binocular,2017-06-14_10-55-41-AM.csv,400,0.9361702127659575
AS3,1,strabismus,2017-09-01_12-06-20-PM.csv,1000,1.0
AS3,2,strabismus,2017-09-01_12-06-20-PM.csv,1000,1.0
AS3,3,strabismus,2017-09-01_12-06-20-PM.csv,1000,0.9896907216494846
AS3,1,strabismus,2017-09-01_12-06-20-PM.csv,800,0.9411764705882353
AS3,2,strabismus,2017-09-01_12-06-20-PM.csv,800,0.897196261682243
AS3,3,strabismus,2017-09-01_12-06-20-PM.csv,800,0.96
AS3,1,strabismus,2017-09-01_12-06-20-PM.csv,600,0.9365079365079365
AS3,2,strabismus,2017-09-01_12-06-20-PM.csv,600,0.9418604651162791
AS3,3,strabismus,2017-09-01_12-06-20-PM.csv,600,0.9411764705882353
AS3,1,strabismus,2017-09-01_12-06-20-PM.csv,400,nan
AS3,2,strabismus,2017-09-01_12-06-20-PM.csv,400,nan
AS3,3,strabismus,2017-09-01_12-06-20-PM.csv,400,1.0
AS3,1,strabismus,2017-09-01_12-37-54-PM.csv,1000,1.0
AS3,2,strabismus,2017-09-01_12-37-54-PM.csv,1000,0.9504950495049505
AS3,3,strabismus,2017-09-01_12-37-54-PM.csv,1000,0.9795918367346939
AS3,1,strabismus,2017-09-01_12-37-54-PM.csv,800,1.0
AS3,2,strabismus,2017-09-01_12-37-54-PM.csv,800,0.9504950495049505
AS3,3,strabismus,2017-09-01_12-37-54-PM.csv,800,0.96
AS3,1,strabismus,2017-09-01_12-37-54-PM.csv,600,0.9795918367346939
AS3,2,strabismus,2017-09-01_12-37-54-PM.csv,600,0.9411764705882353
AS3,3,strabismus,2017-09-01_12-37-54-PM.csv,600,0.96
AS3,1,strabismus,2017-09-01_12-37-54-PM.csv,400,0.8333333333333334
AS3,2,strabismus,2017-09-01_12-37-54-PM.csv,400,nan
AS3,3,strabismus,2017-09-01_12-37-54-PM.csv,400,0.9523809523809523
AS3,1,strabismus,2017-09-04_11-22-09-AM.csv,1000,1.0
AS3,2,strabismus,2017-09-04_11-22-09-AM.csv,1000,1.0
AS3,3,strabismus,2017-09-04_11-22-09-AM.csv,1000,0.9896907216494846
AS3,1,strabismus,2017-09-04_11-22-09-AM.csv,800,1.0
AS3,2,strabismus,2017-09-04_11-22-09-AM.csv,800,1.0
AS3,3,strabismus,2017-09-04_11-22-09-AM.csv,800,1.0
AS3,1,strabismus,2017-09-04_11-22-09-AM.csv,600,1.0
AS3,2,strabismus,2017-09-04_11-22-09-AM.csv,600,0.9896907216494846
AS3,3,strabismus,2017-09-04_11-22-09-AM.csv,600,0.9795918367346939
AS3,1,strabismus,2017-09-04_11-22-09-AM.csv,400,1.0
AS3,2,strabismus,2017-09-04_11-22-09-AM.csv,400,0.9428571428571428
AS3,3,strabismus,2017-09-04_11-22-09-AM.csv,400,0.975609756097561
AS3,1,strabismus,2017-09-04_11-52-18-AM.csv,1000,0.9896907216494846
AS3,2,strabismus,2017-09-04_11-52-18-AM.csv,1000,1.0
AS3,3,strabismus,2017-09-04_11-52-18-AM.csv,1000,0.9896907216494846
AS3,1,strabismus,2017-09-04_11-52-18-AM.csv,800,1.0
AS3,2,strabismus,2017-09-04_11-52-18-AM.csv,800,0.9896907216494846
AS3,3,strabismus,2017-09-04_11-52-18-AM.csv,800,0.9696969696969697
AS3,1,strabismus,2017-09-04_11-52-18-AM.csv,600,0.9896907216494846
AS3,2,strabismus,2017-09-04_11-52-18-AM.csv,600,0.9896907216494846
AS3,3,strabismus,2017-09-04_11-52-18-AM.csv,600,0.9896907216494846
AS3,1,strabismus,2017-09-04_11-52-18-AM.csv,400,0.9090909090909091
AS3,2,strabismus,2017-09-04_11-52-18-AM.csv,400,0.975609756097561
AS3,3,strabismus,2017-09-04_11-52-18-AM.csv,400,0.9795918367346939
AS3,1,strabismus,2017-09-05_01-30-56-PM.csv,1000,1.0
AS3,2,strabismus,2017-09-05_01-30-56-PM.csv,1000,1.0
AS3,3,strabismus,2017-09-05_01-30-56-PM.csv,1000,0.9320388349514563
AS3,1,strabismus,2017-09-05_01-30-56-PM.csv,800,0.9696969696969697
AS3,2,strabismus,2017-09-05_01-30-56-PM.csv,800,0.9795918367346939
AS3,3,strabismus,2017-09-05_01-30-56-PM.csv,800,0.9696969696969697
AS3,1,strabismus,2017-09-05_01-30-56-PM.csv,600,1.0
AS3,2,strabismus,2017-09-05_01-30-56-PM.csv,600,0.9696969696969697
AS3,3,strabismus,2017-09-05_01-30-56-PM.csv,600,0.9320388349514563
AS3,1,strabismus,2017-09-05_01-30-56-PM.csv,400,1.0
AS3,2,strabismus,2017-09-05_01-30-56-PM.csv,400,0.8148148148148148
AS3,3,strabismus,2017-09-05_01-30-56-PM.csv,400,0.9166666666666666
AS3,1,strabismus,2017-09-05_01-59-05-PM.csv,1000,1.0
AS3,2,strabismus,2017-09-05_01-59-05-PM.csv,1000,0.9795918367346939
AS3,3,strabismus,2017-09-05_01-59-05-PM.csv,1000,0.9696969696969697
AS3,1,strabismus,2017-09-05_01-59-05-PM.csv,800,1.0
AS3,2,strabismus,2017-09-05_01-59-05-PM.csv,800,0.9696969696969697
AS3,3,strabismus,2017-09-05_01-59-05-PM.csv,800,0.9696969696969697
AS3,1,strabismus,2017-09-05_01-59-05-PM.csv,600,0.9896907216494846
AS3,2,strabismus,2017-09-05_01-59-05-PM.csv,600,0.96
AS3,3,strabismus,2017-09-05_01-59-05-PM.csv,600,0.96
AS3,1,strabismus,2017-09-05_01-59-05-PM.csv,400,0.9636363636363636
AS3,2,strabismus,2017-09-05_01-59-05-PM.csv,400,0.9444444444444444
AS3,3,strabismus,2017-09-05_01-59-05-PM.csv,400,0.9117647058823529
AS3,1,strabismus,2017-09-07_11-25-13-AM.csv,1000,1.0
AS3,2,strabismus,2017-09-07_11-25-13-AM.csv,1000,0.96
AS3,3,strabismus,2017-09-07_11-25-13-AM.csv,1000,0.8888888888888888
AS3,1,strabismus,2017-09-07_11-25-13-AM.csv,800,0.9896907216494846
AS3,2,strabismus,2017-09-07_11-25-13-AM.csv,800,0.9696969696969697
AS3,3,strabismus,2017-09-07_11-25-13-AM.csv,800,0.9696969696969697
AS3,1,strabismus,2017-09-07_11-25-13-AM.csv,600,1.0
AS3,2,strabismus,2017-09-07_11-25-13-AM.csv,600,0.96
AS3,3,strabismus,2017-09-07_11-25-13-AM.csv,600,0.9411764705882353
