subject,date,difficulty,saMedian,saVar,saLog,saLogVar
sh,2017-09-08_04-51-45-PM.csv,1,153.75573755591552,11665.57132527601,2.186831330901967,0.06216387041771636
sh,2017-09-08_04-51-45-PM.csv,2,179.739835304932,11986.034481152434,2.2546443394120823,0.06067093529549181
sh,2017-09-08_04-51-45-PM.csv,3,150.83602693826253,17453.885859320413,2.178505084450147,0.07932035972017978
sh,2017-09-11_10-21-03-AM.csv,1,193.78095038882503,15112.053787913788,2.287311081550415,0.06653769005917354
sh,2017-09-11_10-21-03-AM.csv,2,178.917226417881,25152.002212683303,2.2526521571020846,0.102053392938429
sh,2017-09-11_10-21-03-AM.csv,3,152.228280331484,14960.071697094216,2.182495341337253,0.0721076759562836
sh,2017-09-11_10-48-40-AM.csv,1,162.2550600559685,13623.897955232715,2.210198249510118,0.06638835630967029
sh,2017-09-11_10-48-40-AM.csv,2,161.78691082662598,8730.760321529944,2.208943382630309,0.04862336526905243
sh,2017-09-11_10-48-40-AM.csv,3,137.914531095213,9761.116860574804,2.1396100271765324,0.06235150015205006
sh,2017-09-13_05-32-58-PM.csv,1,164.51332179348896,13193.02558209878,2.2162010715695524,0.0686600202032322
sh,2017-09-13_05-32-58-PM.csv,2,166.2048237241045,12664.079792709214,2.2206436240591656,0.06467234558171497
sh,2017-09-13_05-32-58-PM.csv,3,157.13423766768102,11709.711728061528,2.1962708229146766,0.05766023465192916
sh,2017-09-13_06-05-56-PM.csv,1,133.4831141027865,7632.28742563015,2.1254263300016363,0.05340640595578928
sh,2017-09-13_06-05-56-PM.csv,2,155.87951231528052,15452.65507674814,2.1927890383888466,0.08969062269844147
sh,2017-09-13_06-05-56-PM.csv,3,151.910837870187,11687.866776121748,2.181588759111718,0.05380297060188583
sh,2017-09-15_04-33-37-PM.csv,1,136.483335190105,14151.224843633723,2.135079626638226,0.07139978427056615
sh,2017-09-15_04-33-37-PM.csv,2,152.025371488455,20360.247510732574,2.1819160733258793,0.08197876160171416
sh,2017-09-15_04-33-37-PM.csv,3,197.351818236442,9716.567379452956,2.2952411319801582,0.03622262489173358
sh,2017-09-15_05-01-09-PM.csv,1,158.166535848874,13436.306801475532,2.1991146028436344,0.05658597984384584
sh,2017-09-15_05-01-09-PM.csv,2,176.097451769843,13276.67644386111,2.245753071524898,0.07313812009064338
sh,2017-09-15_05-01-09-PM.csv,3,153.948341496016,8993.956621466687,2.187375014557773,0.04751670626103864
sh,2017-09-18_11-26-32-AM.csv,1,145.1310785754555,7692.352375599939,2.161760422834442,0.042567237365084436
sh,2017-09-18_11-26-32-AM.csv,2,160.801459468943,8763.074196938209,2.206289986181288,0.048825144908376424
sh,2017-09-18_11-26-32-AM.csv,3,154.66858971804402,16459.489554391963,2.1894021256115734,0.0710796045899315
sh,2017-09-18_11-54-57-AM.csv,1,143.28072299684402,7335.941202370896,2.1561877643034792,0.056423951394730235
sh,2017-09-18_11-54-57-AM.csv,2,161.6452670005535,16570.02593458917,2.208562992921376,0.06992626954495872
sh,2017-09-18_11-54-57-AM.csv,3,107.403459290126,6896.392876543207,2.0310182695052372,0.054910698760394665
sh,2017-11-16_09-30-51-AM.csv,1,171.268404587158,19663.510825126086,2.233677252171252,0.07488322134947727
sh,2017-11-16_09-30-51-AM.csv,2,168.289316707061,26446.771507910897,2.2260565470962237,0.07873205689446792
sh,2017-11-16_09-30-51-AM.csv,3,166.324295234565,55467.22415200028,2.220955691887286,0.11450109073384937
sh,2017-11-16_09-59-58-AM.csv,1,123.511271190747,10053.534299825165,2.091706591543769,0.057033422110325735
sh,2017-11-16_09-59-58-AM.csv,2,207.923833303485,33456.36405325489,2.317904273260967,0.07212493482653266
sh,2017-11-16_09-59-58-AM.csv,3,193.856208994389,20697.747671567988,2.2874797155254183,0.07933097021415053
sh,2017-11-21_02-34-26-PM.csv,1,146.315898746659,26972.03550617593,2.165291519309137,0.08604438356489433
sh,2017-11-21_02-34-26-PM.csv,2,161.42437839095152,13431.444660242552,2.2079691227105274,0.07961132434081174
sh,2017-11-21_02-34-26-PM.csv,3,221.3144466000525,13261.921034606867,2.34500976401269,0.05360526440794837
sh,2017-11-21_03-07-50-PM.csv,1,177.52938705997497,6205.224241634067,2.2492702536255136,0.04186700339564984
sh,2017-11-21_03-07-50-PM.csv,2,177.478881305948,18386.17757477904,2.249146682585734,0.07238428179777968
sh,2017-11-21_03-07-50-PM.csv,3,190.35117080825648,16939.93746169408,2.2795555524086017,0.05794347300311907
sh,2017-11-28_10-45-31-AM.csv,1,119.54821752275801,11824.29026293926,2.077543105120958,0.060137991749099624
sh,2017-11-28_10-45-31-AM.csv,2,132.55715019376498,8193.845702795012,2.1224031587454215,0.06614228883608536
sh,2017-11-28_10-45-31-AM.csv,3,153.656444213642,10834.40921387606,2.1865507788959238,0.06429123827708172
sh,2017-11-28_11-14-06-AM.csv,1,177.2829721025995,11072.226059246846,2.248667023942621,0.057819043318085316
sh,2017-11-28_11-14-06-AM.csv,2,157.88194671391,10779.698569367998,2.19833247268862,0.06865226972861013
sh,2017-11-28_11-14-06-AM.csv,3,172.36223229667198,18981.056542351536,2.236442110084749,0.05276981401624526
sh,2017-11-30_09-13-51-AM.csv,1,150.006447726888,13810.746945502764,2.176109926735859,0.07200244377911502
sh,2017-11-30_09-13-51-AM.csv,2,167.127445715934,11944.398761391938,2.2230477757115525,0.0663582040796361
sh,2017-11-30_09-13-51-AM.csv,3,205.1891730085995,14798.82114349785,2.31215444110511,0.06175372038992891
sh,2017-11-30_09-44-01-AM.csv,1,195.190362926219,14585.127883968022,2.2904583715720483,0.07554422728210086
sh,2017-11-30_09-44-01-AM.csv,2,132.758116914606,11234.348463156992,2.123061083602523,0.06845399397894529
sh,2017-11-30_09-44-01-AM.csv,3,146.847342623006,9062.8119934549,2.1668660918557068,0.05720480847100758
sh,2018-01-20_10-28-53-AM.csv,1,197.676078933318,16380.732868554449,2.295954117893253,0.04838580304937607
sh,2018-01-20_10-28-53-AM.csv,2,211.515696043537,21062.027596687174,2.3253426007993085,0.07069774060528246
sh,2018-01-20_10-28-53-AM.csv,3,147.588747449521,8507.115259265898,2.169053247006864,0.057951975802677316
sh,2018-01-20_10-56-50-AM.csv,1,152.9046409759865,9119.458510957476,2.184420667359169,0.052132444991697405
sh,2018-01-20_10-56-50-AM.csv,2,163.982555692359,21286.719351505697,2.214797650672717,0.0808974092998508
sh,2018-01-20_10-56-50-AM.csv,3,175.939209710271,10633.413972867012,2.2453626368604125,0.06543341879025166
sh,2018-01-24_09-09-02-AM.csv,1,178.211335705317,8383.728812927047,2.2509353252771276,0.04810107465284397
sh,2018-01-24_09-09-02-AM.csv,2,123.552724774983,16342.03743508156,2.0918523275745278,0.07398109295467707
sh,2018-01-24_09-09-02-AM.csv,3,192.316680227783,12436.244432708678,2.284016953592203,0.056729772621904186
sh,2018-01-24_09-37-26-AM.csv,1,121.2211911578255,6175.71409192792,2.083578547210116,0.0441292512657573
sh,2018-01-24_09-37-26-AM.csv,2,167.578180033233,30729.841927466972,2.224217469496654,0.06382794493391301
sh,2018-01-24_09-37-26-AM.csv,3,159.40977818971749,15578.681204945855,2.202514957484128,0.06688147765187363
sh,2018-01-25_02-33-41-PM.csv,1,131.92762813163648,7860.55225669518,2.120335754520176,0.05431420479922714
sh,2018-01-25_02-33-41-PM.csv,2,139.7609091015845,7634.446955266503,2.145385716935647,0.05568738994907601
sh,2018-01-25_02-33-41-PM.csv,3,149.094141517028,13992.884596303413,2.1734605786856287,0.06365230170897115
sh,2018-01-25_03-02-28-PM.csv,1,136.128956169857,3903.31283620293,2.13395051438199,0.04460512146878064
sh,2018-01-25_03-02-28-PM.csv,2,171.62277469063702,12476.855069510179,2.2345749190964215,0.0646802370646744
sh,2018-01-25_03-02-28-PM.csv,3,145.132618446754,10212.68562461901,2.1617650307658822,0.05355466289996728
sh,2018-02-01_02-32-44-PM.csv,1,152.220541375624,8693.3838154771,2.1824732621857716,0.048659331703185794
sh,2018-02-01_02-32-44-PM.csv,2,170.642978196014,12547.712827849018,2.2320884221577812,0.06409241780132052
sh,2018-02-01_02-32-44-PM.csv,3,136.31682168423902,26705.626349027858,2.134549451681074,0.07859584355473435
sh,2018-02-01_03-00-35-PM.csv,1,204.92045908797297,16351.133649289088,2.3115853201652152,0.0701566769286329
sh,2018-02-01_03-00-35-PM.csv,2,217.592863128646,46501.49994318444,2.3376446467491334,0.10796433589050672
sh,2018-02-01_03-00-35-PM.csv,3,169.573350735703,39502.72896626432,2.2293576018251238,0.08631142841480527
sh,2018-02-07_09-36-18-AM.csv,1,147.9754204690335,10143.969197443183,2.1701895826842468,0.058188760333555904
sh,2018-02-07_09-36-18-AM.csv,2,156.009156357797,20120.51690843383,2.1931500883478523,0.08344958036263599
sh,2018-02-07_09-36-18-AM.csv,3,160.81414366204302,10828.752324161125,2.206324242448832,0.06466010992704806
sh,2018-02-07_10-03-52-AM.csv,1,168.39562261893602,12638.746545263653,2.2263307979881564,0.06377169176387772
sh,2018-02-07_10-03-52-AM.csv,2,163.95568710748302,13335.267674868106,2.214726485577273,0.05566392119350797
sh,2018-02-07_10-03-52-AM.csv,3,152.08557858296,13402.732715209007,2.182088034310845,0.06981317272546289
sh,2018-02-08_02-32-51-PM.csv,1,137.96085160064,6734.7525784590825,2.1397558665036835,0.04772201099858028
sh,2018-02-08_02-32-51-PM.csv,2,205.232821559715,18341.41455352267,2.3122468159057536,0.07464768665661446
sh,2018-02-08_02-32-51-PM.csv,3,163.93756846607,32552.89445267491,2.2146784893110523,0.08594188030407746
sh,2018-02-08_03-01-03-PM.csv,1,116.759098398885,10614.499797370452,2.0672907327539614,0.06962675564534848
sh,2018-02-08_03-01-03-PM.csv,2,141.640080156931,8774.439991314344,2.1511861638620053,0.0562575755119657
sh,2018-02-08_03-01-03-PM.csv,3,87.39409666182729,10208.848802581226,1.9414820976941143,0.07344991710480925
it,2016-09-01_04-27-30-PM.csv,1,327.833918619125,29549.707300252074,2.515653884887486,0.05761323835005387
it,2016-09-01_04-27-30-PM.csv,2,392.1859270959975,62256.53885066733,2.593492005715736,0.07842120692506839
it,2016-09-01_04-27-30-PM.csv,3,493.97123171743795,63761.661189904175,2.6937016568787513,0.12076501422280765
it,2016-09-01_04-56-54-PM.csv,1,279.57638758424196,55397.378023230216,2.4465004890518176,0.12146221360900836
it,2016-09-01_04-56-54-PM.csv,2,348.623316343317,56705.467601439064,2.5423564298784163,0.07154462000880499
it,2016-09-01_04-56-54-PM.csv,3,432.776982434675,53652.389762699044,2.636264154438079,0.08337317650959468
it,2016-09-06_04-30-32-PM.csv,1,320.55095160167,27260.4124232224,2.505897070487387,0.05878910693026635
it,2016-09-06_04-30-32-PM.csv,2,456.50241410250396,84633.01782520463,2.6594430785376213,0.12811890840357162
it,2016-09-06_04-30-32-PM.csv,3,428.02164418604843,73438.3254042731,2.631465730959186,0.08136454701274831
it,2016-09-06_04-58-11-PM.csv,1,264.60953758748,35797.37888497512,2.4226054938460515,0.0687723588410835
it,2016-09-06_04-58-11-PM.csv,2,314.986779590599,61252.44262974128,2.4982923262615375,0.10561586337726683
it,2016-09-06_04-58-11-PM.csv,3,379.66247115658996,86506.71277237711,2.5793976701576575,0.09959339813521327
it,2016-09-08_04-25-01-PM.csv,1,244.731503004929,41730.128413190156,2.388689877404863,0.09150360113473469
it,2016-09-08_04-25-01-PM.csv,2,311.11024854715697,60155.45553272334,2.49291431780805,0.09225870535105055
it,2016-09-08_04-25-01-PM.csv,3,442.096738791052,92892.63026374727,2.6455173112635433,0.13954161084844494
it,2016-09-08_04-52-25-PM.csv,1,255.3213357929835,23544.04265009753,2.407087107910377,0.07929610532516888
it,2016-09-08_04-52-25-PM.csv,2,385.245791389755,72633.20793262271,2.58573790297465,0.10437838425470056
it,2016-09-08_04-52-25-PM.csv,3,395.3213648191885,78426.7500653823,2.5969502860665936,0.12562127291970143
it,2016-09-13_04-25-51-PM.csv,1,265.516174389298,44066.060474698155,2.424090982042959,0.10386841251871941
it,2016-09-13_04-25-51-PM.csv,2,323.69008362293204,52137.69166026045,2.5101293948186743,0.08851455070188272
it,2016-09-13_04-25-51-PM.csv,3,408.75329297223004,88554.67055280865,2.6114612644179642,0.10236760352511079
it,2016-09-13_04-53-36-PM.csv,1,318.948306215068,39446.52147552501,2.5037203001582062,0.07995015453326791
it,2016-09-13_04-53-36-PM.csv,2,337.856701939544,64416.66669620099,2.5287325382868735,0.08707342899986678
it,2016-09-13_04-53-36-PM.csv,3,463.53476738320603,60033.23068472862,2.6660823139204344,0.099704413583858
it,2016-09-15_04-28-20-PM.csv,1,166.044377035103,14408.569464428523,2.2202241731353984,0.0641002636879189
it,2016-09-15_04-28-20-PM.csv,2,374.79190978522905,93980.40111259406,2.573790207686516,0.12696954868605836
it,2016-09-15_04-28-20-PM.csv,3,348.471499089458,89416.09684094632,2.5421672636554247,0.12333332263611159
it,2016-09-15_04-56-15-PM.csv,1,198.570641845826,16197.238104579057,2.297915039593181,0.06837374057480748
it,2016-09-15_04-56-15-PM.csv,2,277.20117261385656,108687.12269145237,2.442795063092187,0.17353110007334493
it,2016-09-15_04-56-15-PM.csv,3,302.369632835189,41717.11431219013,2.4805381725621705,0.08689388531598133
it,2016-09-20_04-31-20-PM.csv,1,159.270937605012,39242.18940459341,2.2021365366972505,0.09871966805579956
it,2016-09-20_04-31-20-PM.csv,2,374.437439628126,64185.357098467,2.573379266911609,0.07451915714226338
it,2016-09-20_04-31-20-PM.csv,3,574.133471337664,63732.9197362593,2.759012866487046,0.05652475249935871
it,2016-09-20_04-58-53-PM.csv,1,179.01760412206295,12299.954222049766,2.2528957404611525,0.059122931795062825
it,2016-09-20_04-58-53-PM.csv,2,435.8215126819245,52420.487890802746,2.6393086637451613,0.10901054473676099
it,2016-09-20_04-58-53-PM.csv,3,339.030574015323,76627.99775972281,2.5302388649506073,0.09307145405877443
it,2016-09-22_04-19-13-PM.csv,1,225.082308704932,8761.947935223445,2.3523413611321686,0.03505018129088908
it,2016-09-22_04-19-13-PM.csv,2,347.23271273541695,47809.65750325673,2.540620633241899,0.05146539288423781
it,2016-09-22_04-19-13-PM.csv,3,519.2187813661135,86890.74522923472,2.7153503935306436,0.055403968106159
it,2016-09-22_04-46-48-PM.csv,1,210.07106402262548,13530.031296321209,2.322366235172458,0.07108598824814241
it,2016-09-22_04-46-48-PM.csv,2,471.36712810863196,72711.14815684636,2.6733592927008054,0.11576681767778499
it,2016-09-22_04-46-48-PM.csv,3,410.0025075672515,84659.83099206704,2.6127865128643455,0.1063083159953578
it,2016-09-27_04-24-32-PM.csv,1,311.43809627041503,27912.77672162603,2.4933717360036427,0.07629590264976538
it,2016-09-27_04-24-32-PM.csv,2,309.65990003888,81006.20392498282,2.490884969259286,0.156746294835974
it,2016-09-27_04-24-32-PM.csv,3,532.4828502482189,128503.96777597358,2.7263056249511446,0.12674350955147204
it,2016-09-27_04-52-08-PM.csv,1,271.28177346471,39283.45859457462,2.4334206159156353,0.12371137144378881
it,2016-09-27_04-52-08-PM.csv,2,329.022960774892,45635.09001293027,2.5172262061259327,0.07320056501160506
it,2016-09-27_04-52-08-PM.csv,3,411.295735741666,73747.6025998199,2.6141542068263055,0.09243728334930287
it,2016-09-29_04-24-39-PM.csv,1,181.339563008326,13640.857123238888,2.258492564833301,0.07612097271868427
it,2016-09-29_04-24-39-PM.csv,2,357.6976981155865,39427.76363847133,2.5535161453518898,0.09934660209106613
it,2016-09-29_04-24-39-PM.csv,3,544.4788410669275,79216.02718650925,2.735981007349049,0.0736291540391314
it,2016-09-29_04-52-22-PM.csv,1,241.266457640849,33217.99150613876,2.382496947793337,0.09280185516532084
it,2016-09-29_04-52-22-PM.csv,2,324.5432143687375,84486.19375777556,2.5112725332236634,0.12160485587279132
it,2016-09-29_04-52-22-PM.csv,3,476.840714727277,86625.37132342026,2.6783733302608637,0.1081196306136527
it,2016-10-04_04-47-52-PM.csv,1,203.822193381632,21025.404036825355,2.3092514708304255,0.06782689082188041
it,2016-10-04_04-47-52-PM.csv,2,270.83633601482103,52377.958562591826,2.4327069298510238,0.1093753370412513
it,2016-10-04_04-47-52-PM.csv,3,284.127155996369,53339.283442834174,2.4535127442324502,0.08737041530569631
it,2017-05-04_05-27-15-PM.csv,1,317.114872797424,37724.58342853984,2.501216611066447,0.07058053994638702
it,2017-05-04_05-27-15-PM.csv,2,258.27145034519754,34657.69284456827,2.4120764013618037,0.08233109083976194
it,2017-05-04_05-27-15-PM.csv,3,221.67066659838105,17203.839850084558,2.3457082272718566,0.06337155962343975
it,2017-05-04_05-54-53-PM.csv,1,184.99496706073398,14353.092090198501,2.2671599132274265,0.057031162409540544
it,2017-05-04_05-54-53-PM.csv,2,194.94024608276402,19594.542005693755,2.2899015099604876,0.06411780646057844
it,2017-05-04_05-54-53-PM.csv,3,250.42959889228501,35363.014043459865,2.3986856579085973,0.08043475412858365
it,2017-09-04_12-26-00-PM.csv,1,219.19275076138402,33626.048339481196,2.340826186872599,0.05642622836283232
it,2017-09-04_12-26-00-PM.csv,2,210.7077013431405,22105.06130599815,2.3236804093133925,0.08430510044476619
