subject,difficulty,run,saMedian,saSEM
gn,1,0,422.13340584726404,45.74935653483311
gn,1,1,342.3269220521745,34.86064692034301
gn,1,2,314.795771738637,28.35169416932378
gn,1,3,603.1246587918736,57.460476946261785
gn,1,4,391.49213790779095,44.03025304070961
gn,1,5,465.61121606160896,47.37748558807502
gn,1,6,409.299204121553,49.08187662497543
gn,1,7,408.156447400978,42.64378272904055
gn,1,8,345.62717595915103,37.059585576145324
gn,1,9,332.6652475149795,34.397170320810446
gn,1,10,338.2353397505285,41.17693301664245
gn,1,11,384.728249369041,32.60700641940404
gn,1,12,364.11820658912995,29.94996888037056
gn,1,13,459.9487735846249,31.389191904482303
gn,1,14,365.423679939077,27.341776814272862
gn,1,15,298.328210763025,28.472929748759704
gn,1,16,346.8678682646964,29.31658439263892
gn,1,17,387.714747492378,29.745862208778572
gn,1,18,383.8411521688885,26.013846380047603
gn,1,19,298.258867065955,35.29336359006911
gn,2,0,410.453329069868,58.49475465938507
gn,2,1,417.973262857784,33.5534752855554
gn,2,2,462.96389681535754,37.78470360629609
gn,2,3,678.213825337855,62.43798799069062
gn,2,4,656.3332787506598,56.5765765867591
gn,2,5,496.177622380561,54.976837004772165
gn,2,6,515.1115125745096,59.04397442469964
gn,2,7,687.39998495543,42.72147315242559
gn,2,8,559.8245120628869,51.52574251491024
gn,2,9,586.5643604053421,50.22550863339805
gn,2,10,429.956530188005,41.94140102705021
gn,2,11,535.7670178234255,42.90500234857019
gn,2,12,393.39115433424445,40.352574095818795
gn,2,13,348.4390221900009,36.55620040286983
gn,2,14,334.202917871861,44.83569407649755
gn,2,15,453.29595300922995,41.94265804051999
gn,2,16,566.139729139216,41.932405315208655
gn,2,17,508.420339145878,33.585800160202815
gn,2,18,429.083447416883,40.21098886871411
gn,2,19,412.70249245340796,48.555838258822405
gn,3,0,519.5677092038391,54.21510472800578
gn,3,1,550.306807469747,45.18958778746927
gn,3,2,429.11142477408805,42.7934845417554
gn,3,3,494.780866048987,65.42666778660684
gn,3,4,694.172054724722,79.30979743763541
gn,3,5,512.089861313136,63.494636784477045
gn,3,6,672.119313451592,54.2538271975699
gn,3,7,656.497854360692,68.61366565550877
gn,3,8,562.658785959984,49.86844259118432
gn,3,9,510.564800187117,47.924861041526164
gn,3,10,443.746853798761,47.2030186383655
gn,3,11,416.1965047738955,50.16168358853651
gn,3,12,468.64825854143,43.553587890049975
gn,3,13,454.55121905453797,42.12456022890599
gn,3,14,477.996866009712,42.07882075156936
gn,3,15,583.698691465283,45.26651801272784
gn,3,16,488.053235335036,38.361567409739884
gn,3,17,488.592730413425,35.924481218143825
gn,3,18,535.7010623802155,39.24212965016412
gn,3,19,570.837291975051,55.562801226529395
