Difficulty,SA[seconds] dart location,hit,SA[seconds] dartboard hit,gapAngle[degrees],distance[m],head Hor Mean,head Hor SD,head Ver Mean,head Ver SD,head Z Mean,head Z SD
1,186.917631955376,True,86.7758011554487,3.92237637075118,1.50862431526184,0.0193091537803411,0.0212225594748999,0.00186181301251054,0.00566960347880946,0.0372330397367477,0.0194212928348133
1,207.112087870295,True,223.010614578264,4.41711151740295,1.49636733531952,0.01612807251513,0.00961227995282736,0.000647558539640158,0.00114025620674048,0.0335578247904778,0.00150926919359134
1,207.545884382889,True,340.807313652025,4.85530863025022,1.49552834033966,0.0141982799395919,0.0078687432238593,0.00239332439377904,0.00258323963479585,-0.00246553472243249,0.0185661961084082
1,1.28433957752569,True,103.953287051243,3.94231552851131,1.50497484207153,0.0145688755437732,0.007493627193991,0.00173543568234891,0.00393537001978404,-0.00479204906150699,0.00425381177067348
1,45.4629987974775,True,474.015662262816,3.66312093362572,1.50537002086639,0.0275694783776999,0.00586468038568443,0.00383973424322903,0.000761926945715954,0.00741939526051283,0.00162608462731785
1,63.2627438104461,True,5.44714142481782,4.87222073888531,1.50069427490234,0.0256038662046194,0.00387152248349872,0.00205547595396638,0.000459449771446518,0.009189547970891,0.000930153689655103
1,78.0936845876088,True,72.948664665317,3.97998314422323,1.49412178993225,0.0158446244895458,0.00732974170059973,0.0057657384313643,0.00535338125246775,-0.000661486410535872,0.0112398858283856
1,20.9332923539479,True,387.491850617306,3.797183006119,1.50018334388733,0.00494932616129518,0.00537127133038796,0.00869551114737988,0.000739291685380398,-0.00796160008758307,0.00183804019806354
1,12.5140697618326,True,206.091956010953,4.3161050710035,1.49516093730927,0.0108385868370533,0.00710186538545186,0.00865415018051863,0.000497782689831117,-0.00538351247087121,0.00169596384465874
1,5.47304069904272,True,17.3691042698034,3.64198926958744,1.4911857843399,0.00763425976037979,0.00764790254715355,0.00677075376734138,0.000484075493080243,-0.000489294994622469,0.00160596596035076
1,37.7361886198374,True,641.388056485299,4.71029815447299,1.49095261096954,0.0160034894943237,0.0200500395633094,0.0126754362136126,0.00611970727051345,-0.0385652557015419,0.0557486452363095
1,101.857684786448,True,323.191135828491,3.24761442354489,1.49205088615417,0.011551040224731,0.00887923526376769,0.00594387575984001,0.00127056232568404,0.0168823003768921,0.0042973207429857
1,110.788291722283,True,289.83055002647,3.63840590439103,1.50235188007355,0.00906208343803883,0.00776625054280298,0.00389398820698261,0.0010640834254483,0.0214375872164965,0.00117193854408783
1,133.502751002288,True,93.3576153032492,3.50703712216805,1.49517571926117,0.00761955231428146,0.00836082158734823,0.00323985749855638,0.000538723895998804,0.0240142550319433,0.00189022119814786
1,127.943019463843,True,66.8906484774749,4.14650064840613,1.50059008598328,0.0117790121585131,0.0100476144522847,0.00335081503726542,0.000348144890311197,0.0211739130318165,0.00313837111573617
1,127.429461740647,True,161.784037252841,2.91195164291912,1.50864899158478,0.0255213957279921,0.00910304700611195,-0.00461012031883001,0.00268928446047535,-0.0151085313409567,0.0121710677661468
1,73.5484289581607,True,564.046066730105,4.51111215640921,1.50741505622864,0.0237471573054791,0.00564563291478069,-0.0047998670488596,0.000793701292616447,-0.0213740803301334,0.00249039781406329
1,93.0877179876455,True,98.3342971016103,4.84825640655449,1.49725437164307,0.026424178853631,0.00902474500717253,-0.00580670684576035,0.000630284708840117,-0.0211067795753479,0.00209911148967957
1,74.5943604188465,True,389.222905389508,4.62611084439073,1.50786960124969,0.0286233872175217,0.00648301923817596,-0.00704807043075562,0.000458301828047967,-0.0199761856347322,0.00261160769112244
1,94.0601354901096,True,223.100663322117,4.84728934921225,1.50681257247925,0.025224419310689,0.00664243133600706,-0.00647449027746916,0.000360089232351626,-0.0218683797866106,0.00145265039092726
1,103.651919945373,True,133.066539547518,4.76286418073114,1.49525415897369,0.0295417308807373,0.00670918217233971,-0.00664079608395696,0.000386284344288855,-0.0230321399867535,0.00169853988473757
1,98.6725867899768,True,205.924991329724,4.87871764323555,1.52001297473907,0.0272390563040972,0.00622693921910243,-0.00509589212015271,0.00065365729108446,-0.0257321167737246,0.00208979055547975
1,102.257723428388,True,49.8853713580271,2.92793919703011,1.54118251800537,0.0264407135546207,0.00564275763194346,-0.00624197721481323,0.000392408966955436,-0.0245926845818758,0.00142462167421898
1,104.398661063552,True,296.204834980598,3.68428723933318,1.48166656494141,0.0238254945725203,0.00509781559455036,-0.00718241417780519,0.000376778658182972,-0.0234732795506716,0.00148244897483291
1,91.7853974630136,True,374.099054125767,4.06816175271155,1.5533858537674,0.0287752691656351,0.00671018101022966,-0.00818943325430155,0.000433346892137231,-0.0236532483249903,0.00179931243300492
1,103.867651609048,True,520.845222289091,2.98928119890889,1.46850144863129,0.0260738246142864,0.00630083665090877,-0.00850766524672508,0.000361473812589701,-0.0236347410827875,0.00183145672620095
1,102.848597883477,True,612.288220278024,4.8164140561978,1.54342997074127,0.0219875797629356,0.0038510072796731,-0.00236808881163597,0.00925051982674163,-0.0165056884288788,0.0111076067038887
1,107.685627048981,True,2.52578456965401,4.51574786658878,1.43724870681763,0.0159926861524582,0.00682812626345063,0.00325828022323549,0.000832999594105957,0.0148360216990113,0.00146522356162508
1,106.360190037173,True,52.3142131133284,4.76590569571598,1.47976803779602,0.0143663538619876,0.00446262625555633,0.00224096560850739,0.000333714905130291,0.0170906689018011,0.00144776704151339
1,78.866257761421,True,211.977411738632,3.95071121992006,1.53542232513428,0.0173363909125328,0.0041161499546624,0.00220573600381613,0.000264447600903423,0.0146517539396882,0.000886592986414024
1,91.7103583867654,True,64.9121451798151,4.4650341628163,1.44776451587677,0.0162594728171825,0.00743835972770168,0.00167270202655345,0.000459836031578309,0.0127683999016881,0.00141410870618129
1,75.5955386670913,True,529.047045759728,4.40886538082515,1.47189402580261,0.0146913630887866,0.00554508477595302,0.000660647288896143,0.000300766488419648,0.0137408394366503,0.00135229847686906
1,73.1650462911485,True,284.483010500885,3.78082993913343,1.5294976234436,0.0151313990354538,0.00614405619839982,0.00186370220035315,0.00105071321090285,0.0098100658506155,0.00467605407388201
1,45.8952019224635,True,413.091507553058,4.49153159909503,1.43741834163666,0.0191582981497049,0.00603928682659941,0.00244046258740127,0.000342055718313916,0.00445060431957245,0.00163208521344933
1,26.0802852181287,True,90.7937617958298,2.95690651449415,1.54724335670471,0.0179972667247057,0.00705239088420556,0.00259739439934492,0.000908327276139669,0.00288562895730138,0.00254630101073434
1,23.898537620917,True,82.7490283856349,3.05671788362676,1.52447521686554,0.0124630434438586,0.00123409288027862,0.00267580104991794,0.000223963111202464,0.00216200761497021,0.00094594754912913
1,17.4590791126875,True,117.642875173159,4.75964071534354,1.51994729042053,0.0104519426822662,0.00232647776185269,0.00197856826707721,0.000228164572242818,0.0030131300445646,0.00114274660169606
1,11.5449737002483,True,86.5785883462178,4.4297130962371,1.44742798805237,0.013831963762641,0.00520324736307678,0.00207684608176351,0.000580805656702405,0.000859406893141568,0.001217903436204
1,3.92468646347485,True,131.523258368562,4.47595519743541,1.5529750585556,0.0148785980418324,0.00469120004283362,0.00161494442727417,0.000482272003894695,0.000830717384815216,0.00113461644813482
1,6.62308839019034,True,169.810638835116,4.41459161200623,1.47819209098816,0.0187253020703793,0.00750808593522854,0.00112352764699608,0.000565338142465706,-0.000490801583509892,0.00130872698960111
1,20.6463444464076,True,53.8448162031279,5.00376789794982,1.44469952583313,0.0184674113988876,0.00501537081943138,-0.00151648570317775,0.00151390953932917,-0.0141478609293699,0.0107072067024483
1,88.6007238802262,True,32.3887825655184,3.96411030453938,1.55356919765472,0.02094348333776,0.00707819911014365,-0.00417649233713746,0.000750908703703233,-0.0238362867385149,0.00241490376599089
1,100.478741545811,True,242.624400763437,2.90659665326044,1.63246309757233,0.0179827380925417,0.00563757264706368,-0.0056355195119977,0.000616672531731203,-0.0242368187755346,0.000789965207978762
