subject,difficulty,run,saMedian,saSEM
jz,1,0,311.986379962884,25.58558816399987
jz,1,1,307.700447596482,24.76226442435956
jz,1,2,245.3372917188295,15.082700676760698
jz,1,3,270.0858850797235,24.364426607332984
jz,1,4,224.116915761431,15.649045591485784
jz,1,5,235.606872953539,16.52969044509242
jz,1,6,195.880743058083,18.87627378182769
jz,1,7,157.890520843644,15.56693382650089
jz,1,8,168.27345314061353,10.844886718429665
jz,1,9,174.10769371186498,14.181226411820603
jz,1,10,134.733036114644,10.822229715371662
jz,1,11,129.758278418148,12.026054844009725
jz,1,12,130.649280456041,14.30741287972611
jz,1,13,156.830092670066,10.795628351022321
jz,1,14,127.949495641389,12.318334337410189
jz,1,15,167.7099121561075,13.376266139877497
jz,2,0,273.232968976471,22.48095193632858
jz,2,1,306.07511748537996,25.8998410943083
jz,2,2,224.5552309637925,21.16110412416603
jz,2,3,243.70512464889248,30.318335442267344
jz,2,4,260.52443489122396,22.173993162572497
jz,2,5,250.01899418342305,20.030421388932133
jz,2,6,251.96700774579452,20.910524564175542
jz,2,7,249.636321093131,20.75437664857903
jz,2,8,282.784010162895,18.69846302331528
jz,2,9,171.393353199704,13.99267173170766
jz,2,10,199.013861642267,13.895305675241243
jz,2,11,197.51188590423698,19.041836288920184
jz,2,12,194.29532670503,13.402067333319458
jz,2,13,192.174845657374,14.403359987307702
jz,2,14,182.545544957935,17.84463555186102
jz,2,15,214.542384432644,14.876798449161495
jz,3,0,229.98214025842705,21.4610309490414
jz,3,1,321.80236437882604,25.437306640030666
jz,3,2,222.9328212085215,16.495857359839253
jz,3,3,206.8344745194015,17.773668027124884
jz,3,4,280.9405501138685,24.604847899427533
jz,3,5,219.00835983741501,23.283648182235407
jz,3,6,225.323137504228,18.803309117702224
jz,3,7,243.389092631107,21.782905578035248
jz,3,8,234.5816636635345,16.907632282821705
jz,3,9,181.629254048784,12.665843364544296
jz,3,10,215.77561833603346,19.433741829054632
jz,3,11,256.6031935408835,17.85449411778349
jz,3,12,207.769884450122,16.751514345831186
jz,3,13,194.8590651049025,20.58506876563024
jz,3,14,199.4437439827265,14.975388792963095
jz,3,15,188.06728097413702,14.731104446868594
