subject,difficulty,run,saMedian,saSEM
sm,1,0,287.811719487112,29.233437310388375
sm,1,1,301.18384644316,22.182607791674013
sm,1,2,180.34421964734702,20.094414175254368
sm,1,3,143.49959997802998,23.906683543875918
sm,1,4,193.615086528868,16.583124247257793
sm,1,5,170.198977021035,9.82239455039111
sm,1,6,176.283394485189,13.678271339087571
sm,1,7,199.090954809939,15.85067737063105
sm,1,8,152.793422732222,12.14739418156492
sm,1,9,147.717698443942,12.466091340311477
sm,1,10,164.549217476688,14.324404229764982
sm,1,11,185.611872319191,14.682418186687983
sm,1,12,176.08641306271852,15.09749218647828
sm,1,13,168.18862068461198,15.374501407140825
sm,1,14,195.384488382347,14.151510309926218
sm,1,15,210.11810226197153,16.770232562694215
sm,1,16,134.1453644341035,12.568350858145399
sm,1,17,160.288586878673,13.1523441774466
sm,1,18,178.075143503545,19.373491584907097
sm,1,19,157.873165791941,12.35214223806348
sm,1,20,154.8928427049085,13.784539877530758
sm,1,21,178.062475550863,15.640405476865324
sm,1,22,148.766145406921,11.415890209379675
sm,1,23,159.896046333428,12.149064001680886
sm,1,24,152.30422252196348,14.406597322167187
sm,1,25,172.91923704896095,17.905837296996296
sm,1,26,148.6352847967545,12.218855936478798
sm,1,27,222.9254765890505,18.965183147464774
sm,1,28,177.33479597078548,13.314879606218888
sm,1,29,157.989632798066,14.932039222493124
sm,1,30,123.1435499729955,23.164709693601726
sm,2,0,279.58338667769397,30.075216127426543
sm,2,1,249.69193181087252,22.543643217074834
sm,2,2,270.952532193484,23.169739917448446
sm,2,3,177.96123921736051,22.7345721471818
sm,2,4,189.31287916262602,13.810464693330395
sm,2,5,194.469479656578,12.323719182742046
sm,2,6,153.27256057634702,12.399027848606178
sm,2,7,185.661726537115,13.895637025225925
sm,2,8,201.2385900365095,15.788953031179078
sm,2,9,144.515351482847,13.800617123920809
sm,2,10,198.66179069281003,17.40473191459265
sm,2,11,167.5458097619295,14.550366109512439
sm,2,12,154.2561992056345,11.224825149737029
sm,2,13,163.68537329516002,17.67548417194598
sm,2,14,161.96856512643,12.88657567452867
sm,2,15,195.655946051742,14.951053603453941
sm,2,16,149.433152696465,15.312534851117482
sm,2,17,168.557591807969,14.974582634123667
sm,2,18,172.051742766312,13.997676618379977
sm,2,19,171.25288173394804,12.250447961807115
sm,2,20,203.0662765588175,15.354643136170193
sm,2,21,175.54504110331,15.132612665406974
sm,2,22,143.396805053425,13.058135622682581
sm,2,23,161.846068352804,14.795118262559848
sm,2,24,166.5483850034095,14.728517593698358
sm,2,25,149.23462198568052,15.966692640776907
sm,2,26,164.862739852356,13.902665717939724
sm,2,27,153.120777236637,15.939949374066925
sm,2,28,199.436662747339,19.571805643161294
sm,2,29,167.841231395135,17.924632306440117
sm,2,30,186.52910414307001,19.450542759042314
sm,3,0,284.219023253275,33.23841031266821
sm,3,1,248.824706152824,24.523544235128963
sm,3,2,177.851867957027,23.85530659960412
sm,3,3,209.20319724747398,21.950059384324646
sm,3,4,217.53644936730603,14.762765578052528
sm,3,5,227.7507144220175,11.48047517642934
sm,3,6,178.089236396599,14.255946824369653
sm,3,7,203.47891413720947,14.896964899477405
sm,3,8,193.028999097887,12.735980378558127
sm,3,9,192.952211999156,14.471723613035818
sm,3,10,169.631663855578,13.675902374682272
sm,3,11,217.09264771931103,17.824492195492972
sm,3,12,181.8862554835585,13.431659153691012
sm,3,13,156.31592482008648,13.015371136584035
sm,3,14,171.1698969948875,16.60811454075663
sm,3,15,152.40137724424147,18.30185011365628
sm,3,16,196.110701900353,16.60673193939286
sm,3,17,170.649973696004,12.883515046927435
sm,3,18,184.7225898793565,16.68670131218839
sm,3,19,151.31586524861,13.672820526893855
sm,3,20,207.00895020775602,16.887494937068897
sm,3,21,174.1525874680575,14.035574914551017
sm,3,22,152.68150751305302,10.72820297370131
sm,3,23,158.20660569513902,17.98217359338514
sm,3,24,159.645850310445,11.199635385506577
sm,3,25,144.523686500974,13.53397040140675
sm,3,26,157.31555793738949,15.522507854810515
sm,3,27,172.489308897934,14.12056096785332
sm,3,28,236.634394784086,15.34539271041816
sm,3,29,174.07122317718301,13.87741675226668
sm,3,30,204.71585803196098,25.30449933579995
