subject,difficulty,run,saMedian,saSEM
it,1,0,307.39343711496497,24.65149844434883
it,1,1,293.5953369755315,19.705822497688075
it,1,2,251.34224138230599,21.437451178299444
it,1,3,299.756310012146,24.52919804642733
it,1,4,192.110681657599,15.648449152979143
it,1,5,170.408908378582,25.709408036498296
it,1,6,222.074746192188,14.643030827582184
it,1,7,292.83908825623797,21.58646640118532
it,1,8,221.8277360405065,18.35224096688211
it,1,9,281.8807571446205,21.479561989037386
it,1,10,214.705426939316,17.68584873913448
it,1,11,175.717746214235,15.528695264630375
it,1,12,176.209107305496,15.950206946993452
it,1,13,186.369051314199,13.702972136071704
it,1,14,204.26266764197453,11.147867329228777
it,1,15,162.38023766493,11.464530879674104
it,1,16,194.58328231539798,14.353000927797108
it,1,17,153.1791182430105,12.838396836982621
it,1,18,173.858225560976,12.158370025776147
it,1,19,146.025217694028,15.065928667522794
it,1,20,184.030013502047,18.61818925181398
it,1,21,146.8716518259625,14.028642849063049
it,1,22,201.33287553030902,13.168532413033633
it,1,23,153.5456418597745,14.019347509688068
it,1,24,205.38826380671898,17.29897830711548
it,1,25,202.913177722899,12.814146331189104
it,1,26,156.5412001610425,12.461741666616138
it,1,27,154.540993415152,12.025140681202627
it,1,28,134.040194467064,12.011651184475554
it,1,29,156.873331836539,15.569177603341336
it,2,0,391.2397276547355,30.827465894803236
it,2,1,360.706596487199,30.653973065034805
it,2,2,342.351351773055,29.637530292674672
it,2,3,334.6281446114205,26.21830030000673
it,2,4,362.311232021098,38.2982006699071
it,2,5,415.012183319103,35.435924541141674
it,2,6,382.139520132854,30.015052495811062
it,2,7,315.603823992841,28.34592138340719
it,2,8,333.3902416561025,27.601407396687996
it,2,9,269.19343949467003,23.489672452044626
it,2,10,210.7077013431405,16.260216079925616
it,2,11,273.895514436422,20.91817814058612
it,2,12,208.315441762687,16.427767945967556
it,2,13,167.8111241901645,16.408112918193574
it,2,14,167.689206955788,14.97071104282933
it,2,15,179.62466926831797,17.446762971185326
it,2,16,178.16780897461848,17.145898022117674
it,2,17,157.728519474622,12.33707681734224
it,2,18,173.63172892632,12.84931811341338
it,2,19,195.48095763129498,14.821115429063823
it,2,20,185.9901449116715,16.806807546111532
it,2,21,165.9383376074025,9.850402629037944
it,2,22,216.62159163385002,14.630707878331117
it,2,23,232.901868523532,21.412205651084182
it,2,24,187.514654165072,14.331100041056027
it,2,25,175.13603429140898,13.988434380454818
it,2,26,171.937418651967,11.147739990333225
it,2,27,162.4831554341595,12.089920918386383
it,2,28,170.171354179851,14.114103169357739
it,2,29,178.70976734959152,18.71833264462465
it,3,0,447.028357579008,33.036705705460655
it,3,1,400.563457889012,33.632462320010916
it,3,2,404.068971411663,33.67534677201551
it,3,3,425.68460374467253,31.655495208227237
it,3,4,331.106030057091,29.15799434178234
it,3,5,459.72972423722,34.29245964871551
it,3,6,428.4189941414095,40.041343019126394
it,3,7,492.259696794894,39.10029959637134
it,3,8,487.530091086112,33.59836562097914
it,3,9,252.3068084695385,23.7405397770291
it,3,10,235.94140740087101,21.708926768774152
it,3,11,219.1179637830165,18.795917161977158
it,3,12,213.298233123154,16.416561655329144
it,3,13,229.124490884772,15.54864272239321
it,3,14,161.18581313807,11.154910259362374
it,3,15,158.7986270767695,11.905381768016989
it,3,16,195.27372866757702,12.98936989530752
it,3,17,180.509020191679,13.304291372550782
it,3,18,158.969844168158,11.583657059628202
it,3,19,129.01936144395398,15.35965323257346
it,3,20,190.821980643833,15.234043711613031
it,3,21,153.597070759412,12.731606712563664
it,3,22,174.907917514658,13.814752997975296
it,3,23,199.9984199198035,13.276945923481511
it,3,24,173.6571106180995,18.519006459758607
it,3,25,171.3342868558725,14.772843085117929
it,3,26,175.792966119852,13.593017686167785
it,3,27,160.206181929359,13.896827306066019
it,3,28,181.517066913841,14.008050265578099
it,3,29,149.69722849393003,18.080786001164146
